,review
9,"Denne restaurant er meget populær og derfor stopfyldt den mandag aften, vi var der, så reservation anbefales. Vi sad ved trappen, hvilket resulterede i, at folk stod i kø og ventede på et bord helt oppe i hovedet på os. Det dræbte hyggen lidt. Er sikker på, at det ville have været rigtig hyggeligt der på en mindre travl aften. Maden var dog fantastisk og i rigelige mængder, og betjeningen var søde og venlige og virkede på ingen travle eller stressede, men var faktisk meget opmærksomme på trods af antallet af gæster."
0,"Jeg har sammen med et par gutter fra arbejdet fulgt burgerguiden i nogen år og generelt besøgt de fleste af de steder med høje karakterer. Dog var Tight et af de steder som jeg stadig havde til gode, men nu havde jeg besluttet at det måtte være tid.

Vi skulle videre til koncert så der var ikke uanede mængder af tid, men det kørte fint på Tight.

Burger var rigtig godt. Dog ville det dog ikke få topkarakter fordi brødet var en gigantisk grillet focaccia som jeg synes var lidt forfejlet. Alt andet på burgeren var dog rigtig lækkert, smagfuldt og vellavet.

Ud over burgeren fik vi også en lækker cocktail og nogen bobler til dessert.

Det er helt klart et sted jeg kunne finde på at gå igen og mange andre ting på menuen så interessante ud :)"
1,"Stemning og betjening er i top, maden er i orden, men ikke fantastisk. Tag dertil for en sjov aften med venner og en masse cocktails. Betjeningen er ung og engelsktalende, hvilket rigtig nok vidner om et højere serviceniveau end blandt unge danske tjenere."
2,"Vi var 14 venner, der fredag aften besøgt Tight - Og vi kan kun sige 1000 tak for et meget fint arrangement i går aftes. Vi var alle meget begejstrede

Venlig og opmærksom betjening fra start til slut og meget lækker mad til alle. Det klarede I meget fint. Stor ros til både tjenere og køkken, men også for jeres meget velindrettede og hyggelige lokaler

Vi var enige om at vi alle havde fået ""value for money"", så Tight kan klart anbefales til en god middag i byen.

Jeres House Brew kan også anbefales :-)

Et lille hak i næsen skal I dog have for ikke på forhånd at have orienteret mig om, at bordet kun var vores til kl. 20.15. Kan godt se bagefter, at hvis man boooker online får man det at vide, men jeg klarede min bookning via telefon og efterfølgende mail."
3,Lækker lille restaurant i hyggelige omgivelser. Maden var fantastisk god - ikke mindst blev jeg benovet over blåmuslingerne - jums! Kan absolut anbefales!
4,"Virkelig god oplevelse. Varm modtagelse, god humor, opmærksom betjening og fantastisk lækker mad. Kan varmt anbefales. Vi kommer helt sikkert igen."
5,"Vi havde 8 kollegaer fra Norge på besøg og jeg skulle finde et sted vi kunne spise efter arbejde. På en anbefaling fra en tidligere kollega faldt valget på Tight. Vi fik alle en 5 retter prøvesmagningsmenu som var virkeligt lækker og for bare 200,- mere kunne man få en 5 retters vinmenu til så det valgte vi. Betjeningen var super behagelig og meget professionel. Jeg fik efterfølgende ros fra mine kollegaer for valget af restaurant så det vil jeg lade gå videre til personalet hos Tight. Tak for en fantastisk aften."
6,"Maden var lækkert, service var under middel. Priserne dog i overkanten ift. helheden. Hvis servicen havdr været en takt bedre kunne jeg godt havde givet den 4 stjerner."
7,"Tight er beliggende i centrum af København. Det er et rigtigt hyggeligt sted, med fantastisk mad. Vi var 2. vi fik begge Surf ´n Turf, kødet var meget mørt og stegt perfekt, tilbehøret var også lækkert. Til dessert delte vi en Nanamo bar, lækkert. Vi fik en dejlig Italiensk vin til. Yderst rimelige priser. Stedet kan kraftigt anbefales til alle."
8,"4. Besøg hos Tight var bestemt ikke en skuffelse!
Surf and turf til mig og deluxe schnitzel til kæresten. Afslutningvis delte vi en chokolade fondant, på trods af prop fulde maver, måtte vi dele yderligere en... Betjeningen var i top! Vi blev betjent af en fransk ung mand, utroligt servicemindet!
Da man er på vand vognen, fik man ikke prøvet deres vin på glas Carbernet sauvignon fra napa Valley. Svinger en tur forbi igen til februar! Glæder mig allerede!"
9,"En fantastisk oplevelse fra start til slut. Betjeningen var i top, maden var rigtig god og fik en god hjælp til de rette vine til den valgte mad. Vi var 4 voksne og 2 teenagere og alle hvide en super oplevelse. Vores søn på 14 fik den bedste burger nogensinde og vi kan anbefale dette sted til alle"
0,"Meget centralt beliggende restaurant i lille sidegade til Strøget. Selve restauranten er stor, men meget opdelt, så rummene er forholdsvis små og rigtig hyggelige.
Vi fik flanksteak og 2 forskellige desserter og det hele var fantastisk flot anrettet og utrolig velsmagende. Især kan jeg fremhæve den australske flanksteak, som var helt igennem superlækker og mør. Vi bestilte den lille udgave, og syntes begge at den var passende sammeholdt med, at vi fik dessert.Desserten vi valgte var Pavlova og Chokolade vacation - begge lækre.
Alle vine fås by glass, og der er mange at vælge imellem til forskellige priser.
Betjeningen var perfekt - men bemærk at alle taler engelsk."
1,"Fik dejlig 5 retters smags oplevelse med tilhørende vinmenu. Det var en dejlig middag. Vinene er ikke fra øverste hylde, men alt dejligt."
2,"Lækkert menukort, lækker mad. Fik både forret, hovedret og dessert. Hyggelig restaurant, men mange siddepladser. Kan anbefales"
3,"Fedt moderne sted hvor indretningen er hyggelig, og stemningen i top. Vi var 6 venner, som spiste her en fredag aften. 5 af os bestilte deres 300g Surf'n'turf, den sidste fik burgeren. Vi fik vin og øl til. Alt var lækkert og godt tilberedt og smagte bare rigtig godt. Kan klart anbefales, hvis du ønsker en god og hyggelig aften med kvalitet."
4,"Vi bestilte 5 retters menuen til hele bordet. En enkelt fik den tilhørende vinmenu. Hver eneste ret var enestående. Størrelsen på portionerne var gode, og vi gik mætte derfra. Vinene var også dejlige. Betjening var suveræn - de var meget opmærksomme og venlige og stod til rådighed hele tiden. Man får bestemt værdi for pengene!"
5,"Vi fik 5-retters tasting menu på Tight d. 10/10. Det var utrolig lækker mad, og lækre vine til. Vi ville gerne bytte et par retter ud og det var slet ikke noget problem. God stil. Men selvom det skal være 5 mindre portioner, så var der bare slet ikke nok mad. Jeg er med på det er en Tasting menu, men det er ærgerligt at betale 525kr og gå sulten derfra. Surf n’ Turf retten smagte fantastisk – kan absolut anbefales, men det allerbedste var carpaccioen. Det smagte SÅ godt!"
6,"Et rigtigt godt resturantsbesøg, hvor maden var simpel og god. Dejligt udvalg af både forretter, hovedretter ( fisk og kød) og desserter. Betjeningen var helt i top. Stor opmærksomhed om os og ingen ventetid. Her bliver du set, uden at du behøver at vifte med hænderne for at få kontakt. Det bliver ikke bedre."
7,"Meget hyggeligt sted og lækker mad. Det eneste der ødelagde stemningen lidt var da vi ville betale med et gavekort vi havde fået foræret. I følge Tight skal man bruge HELE værdien af gavekortet - det der evt. er tilbage er spildt. Vi forventede ikke at få det overskydende udbetalt men i det mindste sat på et andet gavekort vi så ville kunne bruge på et senere tidspunkt. Dvs. Hvis man får et gavekort på kr. 1000 i gave og man vælger at spise frokost til kr. 550,- så mister man kr. 450,-!!!' Det er dårlig stil. Hele miseren endte dog med at tjeneren gav os pengene i hånden - han var nok træt af at diskutere med os. Vi kommer dog gerne igen både privat og i business øjemed men ikke med gavekort ;-)"
8,"Når jeg besøger Tight kan jeg godt lide at sidde på ""hemsen "" eller i det lille lokale bagerst i cafeen. De mørke gamle gulve og indretningen er befordrende for ""hygge"". Maden er altid veltillavet og velsmagende"
9,"Fandt Tight ved et tilfælde - bedste beslutning i meget lang tid. Fantastisk service, fantastisk mad og fantastiske priser! Vi kommer med garanti igen!"
0,"Herligt mad, herligt personale og herlig stemning! Restaurant Tight byder på en lækker cocktailmenu og en overdådig madmenu. Det er muligt at købe 5 retter for 385kr, dog skal man bemærke, at hele bordet så skal gøre dette. Ellers kan en hovedret fåes til 150-250kr, og en dessert og forret kan blive en del af måltidet for ca. 100kr. For 10kr pr. person er det muligt at få lækkert kildevand ad libitum. Restaurent Tight er meget international, hvilket afspejles i personalet og menukortet. Maden var rigtig, rigtig god. Smukt anrettet, fantastisk tilberedt og lavet med kærlighed. Eneste minus er, at den helt fantastiske og hyggelige stemning, som hersker på Tight kan være lidt larmende til tider. Stor ros til personalet!"
1,"Vi var 4 personer der alle bestilte Tight 5 retters menu. I stedet for Foie Gras til forret fik vi lov til at udskifte den til en anden. Så god start en flexibel indstilling til gæsternes ønske. De forskellige retter adskilte sig fint fra hinanden med hver deres særpræg men ens for alle retter var at smagen og præsentation at retten var fornem. Dog synes vi at desserten trak en lille smule ned, vi havde nok forventet lidt mere nu hvor de andre retter havde været en stor positiv overraskelse. Ikke at den var dårlig, den smagte rigtigt godt med blegnede i forhold til resten af menuen. God hyggelig stemning i restauranten, med yderst behagelige og servicemindet personale, der lige går det skridt længere for at gæsterne føler sig i centrum.

Kan varmt anbefale restauranten og så ligger dens prisleje også på et niveau hvor almindelige mennesker kan betale.

Absolut ikke sidste gang vi sætter vores ben der.

De 4 venner."
2,"Vi var her til min fars fødselsdag, hvilket vi også havde skrevet under vores reservation. Da kom var der flag på bordet og han blev lykke ønsket flere gange! Se var altså meget venlige. Maden var også delikat og flot opsat. Hvis jeg skulle finde på noget mindre godt, så var det nok ventetiden. Men der at også mange mennesker, så det er sikkert helt normalt."
3,"Personalet var meget hjælpsomme og stemningen i restauranten var fin. Vi fik burgere og ribben, og begge var på det tørre side, kogt. Et dejligt sted, men overvurderet."
4,"Vores første besøg. Vi valgte at gå med husets 5 retters menu inkl. 4 glas vin. Det var helt fantastisk. Retterne var godt sammensat og vinene passede godt til.
Betjeningen var i verdensklasse og var med til at give os en uforglemmelig aften.
Ilona og Stig ❤"
5,"Vi kom grundet de gode anmeldelser. Vi blev bestemt ikke skuffet. Maden var virkelig veltilberedt, men bedst af alt var dog venlig, hurtig og effektiv betjening. Ofte kan restaurantbesøg ende med en dårlig fornemmelse selv om maden er god når den endelig er på bordet - men her går det hele op i højere enhed. Man sidder dog lidt tæt, og lokalerne er mørke, men det glemmer man hurtigt grundet de fornøjelige mundfulde. Surf and turf er dog toppen."
6,"Vi besøgte Tight i juli 2015 og vi var meget tilfredse med vires besøg. Jordskokkesuppen, burgeren og lammekoteletterne var rigtig rigtig gode! Vi kan varmt anbefale stedet."
7,"Hos Tight serverer de fantastisk mad, som serveres af kompetente mennesker med glimt i øjet og et stort smil på læben. Du får rigtig meget for pengene, og portionerne er store. Jeg fik den lækreste laks til forret og en virkelig mør bøf efterfølgende. Dessert var der ikke plads til. Jeg kommer helt sikkert igen, og vil til enhver tid anbefale andre, at lægge vejen forbi Tight."
8,"Prøvede tight for første gang i starten af maj, har herefter besøgt stedet tre gange efterfølgende!
Man føler virkelig, at man får noget for pengene. Derudover så laver de noget relativt simpelt mad, hvilket udgør nogle exceptionelle retter! Super lækre vin, flere på glas!!!
Dog er det sorte brød et stort minus, det er virkelig ikke lækkert. Noget brød med mere bid i
Servicen er virkelig i top, det er helt klart en af grundene til, jeg allerede elsker denne restaurant :)"
9,"Her får du det hele. Hyggelig stemning, hyggelig og stilet indretning som giver en indre ro.
Betjeningen er frisk, glad, smilende og professionel.
Vi fik 5 retter med vinmenu og det var mit livs bedste foie gras og mit livs bedste jordskoksuppe med trøffelolie.
Vinen komplimenterede maden perfekt.
Vi havde aldrig hørt om stedet men det er virkelig en skjult perle i centrum af København.
Jeg giver det mine varmeste anbefalinger."
0,"Helt formidabelt velsmagende mad. Vi var 4 som fik forskellige forretter bl.a. muslinger, laks og suppe. Hertil interessant sort brød. Lammekoteletter og mørbradsschnitzler til hovedret og endelig 4 desserter som var så velsmagende, at vi spiste med velbehag selv om vi faktisk var meget mætte. Til maden 2 flasker god vin og vand. I den forbindelse også stor ros for den rimelige ""vand-politik"". Alt det kolde vand på karaffel, som vi kunne drikke, for 10 kr. pr. person. Endelig stor, stor ros til vor unge kvindelige tjener, der hele tiden var opmærksom og sørgede for, at vi på intet tidspunkt manglede noget. Denne super gode oplevelse for lidt under 500 kr. pr. person gør at vi meget snart kommer igen."
1,Den får maksimum af stjerner. Vi var 4 som fik forskellige retter og alle var meget tilfredse. Maden var velsmagende og yderst fornemt sat op. Betjening var yderst behagelig og kompetent. Mange forskellige vine til meget rimelige priser. Vi valgte en fortræffelig rødvin fra USA til 330 kr. Samtidigt var det en befrielse at komme på en restaurant hvor de ikke tager ublu priser for vand. 10 kr per person er helt OK og der var konstant koldt vand på bordet. Vi glæder os til at komme igen. Næste gang bliver det også 3 retter.
2,vi var fire venner en godt fyldt torsdag aften. Vi fik hver et par forretter og dessert og var meget tilfredse. Hurtig og effektiv betjening (på engelsk). Meget rimelige priser.
3,"Gør dig selv den tjeneste at gå væk fra strøget og ned af de hyggelige sidegader ned mod Gammel Strand. Her finder du Tight som byder dig velkommen med professionelle og servicemindede tjenere. I en mørk men meget hyggelig, og også romantisk atmosfære, kan du vælge fra et menukort med både australske, canadiske og europæiske retter. Kan fra deres nuværende menukort varmt anbefale laksetatar, den mest velsmagende risotto med asparges jeg nogensinde har fået og så en overdådig chokolade fondant til dessert. Og så startede vi lige aftenen med en frozen cocktail. Perfekt"
4,"Det eneste negative jeg har at sige er at det tog 20 min at komme med 2 små supper. Men da vi havde fået dem var der intet at beklage sig over. Det smagte rigtig lækkert. Der var mange udlandske gæster, hvilket gav en følelse af ikke at være i Danmark."
5,"En sjov blanding af 3 køkkener, men virkelig lækkert, deres 5 retters menu kan anbefales, små lækre retter og vi blev mætte :) Servicen var god og der var gennerelt hyggeligt at være"
6,"Dette sted kan ikke beskrives, det skal opleves! Både fordi maden smager guddommeligt, men fordi personalet har en udstråling man kan ikke forklare. Und jer selv denne oplevelse til rigtig gode priser. Beliggenheden er fantastisk og meget central. Du tror ikke stedet er noget særligt ude fra, men gør dig selv den tjeneste at gå indenfor og giv dig selv en oplevelse ud over det sædvanlige."
7,"Tight byder på en hyggelig indretning og god uformel service. Menukortet er anderledes og giver derfor mulighed for andet end den traditionelle bøf eller pasta ret. Jeg fik en velsmagende surf and turf med flanksteak, kødet var mørt og lækkert, øvrigt tilbehør hertil bestemt også godkendt. Helt sikkert et sted jeg vil besøge igen når jeg er på de kanter."
8,"Denne restaurant er min favorit i København ..... meget god mad, venligt personale og hyggelig atmosfære. Eneste ulempe er, at de har foie gras på menuen .... for mig er det indlysende tåbeligt at støtte dyremishandling via restaurant mad."
9,"Efter lidt overtalelse fik jeg alligevel lov til at smage den begejstrede datters konfiterede and. Mine to andre medspisere var ligeledes begejstrede for deres hovedretter (og forretter), som var hhv. Surf'n'turf og BBQ-ribs og muslinger, laksetatar og foccacia med gedeost. Jeg fik carpaccio og Tights burger, som jeg var tilfreds med uden at være eksalteret. Betjeningen var sjov og sød. For en sjælden gangs skyld var desserten højdepunktet for mig: deres pavlova... Mums! Nanaimo-baren var også værd at sætte tænderne i. De har andet øl end Tuborg og Carlsberg.
Til gengæld irriterede det mig lidt, at jeg måtte tale engelsk, for at reservere bord."
0,"Manden og jeg havde alene aften og besøgte Tight.
Super atmosfære selvom klokken kun lige havde rundet 17:30.
Stort sted, plads til alle, både højborde med plads til 6-8 personer, 2 mands borde, 12-? Borde.
Meget sød og opmærksom ""Ole Henriksen"" agtig betjening.
Vi spiste burger begge to. Det er ikke sidste gang vi spiser der.
Kunne dog godt bruge menu kort på dansk og ikke kun engelsk."
1,Særdeles hyggeligt sted og betjeningen var god og personlig. Maden var også glimrende..................
2,"Det var mit 4 besøg hos Tight igår og det er lige fantastisk hver gang!

Kvaliteten og service niveauet holdes højt, og prisen er billig hvis man sammenligner med det som serveres. Alle retter når et højere niveau og er super lækkert, med smag og perfekt smagt til! Surf 'N turf bliver man nødt til at smage hvis man er kød elsker. Restauranten er intim, med en blød belysning og rostikke træk, og tiden forsvinder hurtigt på de gode aftner, som stedet let skaber rammerne for. Perfekt til hygge med de bedste venner eller en romantisk aften med ens partner."
3,"Mindra café centralt i København: Caféen er opdelt i mindre rum, der gør det endnu mere hyggeligt at side der. Maden var rigtig god, og prisen absolut rimeligt. Herudover særdeles venlig og imødekommende betjenning"
4,Lækker restaurant gemt godt væk og ligner en cafe ude fra. Deres burger er verdensklasse og har prøvet den mange gange!
5,"Vi tog en tur på Tight, da vi var i København i forbindelse med hyggelig samvær med kollegaer. Lækre lokaler og super serviceminded personale. Vi fik lidt blandet mad. Oksekød med rejer mums og deres burger var også et hit. To af mine kollager havde bestilt laksen og de var skuffet. Der var for lidt laks og tilbehøret smagte dårligt. Men alt i alt en rigyig gpd oplevelse. Ikke sidste gang jeg besøger stedet:)"
6,"Helt igennem fantastisk. Maden er vidunderlig og servicen er ligeså. Lokalerne er hyggelige og atmosfæren er bare lige i top. Jeg fik OKSE CARPACCIO, SURF 'N TURFog NANAIMO BAR til dessert. WOOOW! Skøn oplevelse. Har været der 2 gange siden."
7,Og super mad. Det er ikke et specielt stort kort Tight har. Men der er noget for enhver smag. Betjeningen er et kapitel for sig. Den er ganske enkelt suveræn !!! Vi glæder os til at spise på Tight igen
8,"God betjening, lækker mad, virkelig hyggelig sted:) kan varmt anbefale muslingerne, ville ønske jeg havde bestilt dem som hovedret i stedet for forret;)"
9,"Jeg havde en rigtig dejlig oplevelse på Tight. Aussien (autralieren), der modtog os var dejligt smilende og jeg følte mg velkommen fra første sekund. Dette kunne mange restauranter lærer meget af.
Der fulgte en complimentary glas bobler/rose med :-)

Deres muslinger og burger kan bestemt anbefales. Burgeren er klart en af de bedre jeg har oplvel i København.

God service og til fornuftige priser."
0,"Vi fik begge deres burger som der er blevet skrevet meget om, og man må sige den i den grad levet op til hypen. En anderledes burger, med en god saftig bøf, og smagfuldt fyldt. Derudover stor ros til indretningen som er ret unikt, og giver en god stemning."
1,"Jeg bestilte en burger, som er deres signatur! Burgeren var helt OK, men ikke noget ellers. Hvis man ser den i forhold til prisen. Til gengæld var deres lakse forret rigtig god."
2,Nydelige burger! Superdupert! The best burger i have ever eaten! If you are in København you must go there and try it out!
3,"Hyggelig aften med familien. Forret, laks: velsmagende og fint anrettet. Hovedret, Schnitzel af svinemørbrad: lækker crumble og velsmagende tilbehør. Desværre kunne vi ikke rumme en dessert, da portionerne var rigelige, så vi må vende tilbage og kigge og smage på desserterne en anden god gang. 4 personer spiste forret og hovedret samt hvid- og rødvin til maden plus kaffe: godt 1900kr.
Meget venligt og opmærksomt personale! Eneste lille aberdabei: for lidt lys til at nyde farverne på maden!"
4,"Vi var der sammen med søn og svigerdatter, og havde en dejlig aften. Vi fik en degutation middag og den var gennemført god. God betjening rundede det hele fint af. I"
5,"De bedste muslinger, den bedste vin, anbefalet af eksperten, hyggeligt at side i den bagerste del af restauranten. Meget venlig betjening - og ikke mindst rimelig i pris - go for it!"
6,"Mad er godt for prisen, resturant beligger tæt på strøget. God stemning. Cocktails skal prøves. skal nok tilbage igen."
7,"Været der efterhånden nogle gange på mine besøg i København, tror en 3-4 gange, altid super betjening og uovertruffen mad, super både Steak og Fisk.
Dog kunne der godt være et par muligheder mere på menuen, altså for dem der kommer flere gange.
Kan absolut anbefales."
8,"Meget positivt overrasket, du får meget og god mad for prisen, en voksen mand går ikke sulten derfra efter en hovedret. Kan varmt anbefales!"
9,"Fik fik to lækre, saftige bøffer i en foccacia-bolle - en lækker og lidt anderledes burger. Dertil fik vi 2 glas god rødvin. Betjening var super (engelsk-talende) og lokalet hyggeligt. Eneste minus var musikken, som havde en rigtig god lyd, men var lidt for ""hidsig"" efter vores smag, når man gerne vil sidde og slappe af, mens man spiser."
0,"Nu har jeg længe hørt om denne restaurant der skulle være så god og fantastisk mad og bla. bla. bla. Ja, forventningen var meget høj.....og det er den også til næste gang som gerne må være snart.
Spændende stemning, vidunderlig service og maden der topper der hele, faktisk svært at vælge med de menukort."
1,"Meget venlig og imødekommende personale, masser af humor, hvilket passede vores selskab storartet. Vi fik super lækker mad, der var intet at klage over. Det lille ekstra prik over i'et kom da jeg opdagede jeg havde glemt vores billetter til Parken på hotellet. Vi havde ikke tid til at gå tilbage på hotellet efter billetterne, så det venlige personale lånte os PC og printer, så vi kunne fortsætte vores aften.
Da vi gik, havde vi alle fornemmelsen af at have besøgt nogle meget gode venner. Det er ikke sidste gang vi kommer forbi Tight på Hyskenstræde."
2,"Kom i forbindelse med en sweetdeal, men fik en kanon oplevelse. Lidt langsom betjening, men der var også fuld hus, så helt forståeligt. Ellers rigtig god oplevelse sødt og behageligt personale og ikke mindst god mad. Kan klart anbefales..."
3,"Fik en meget standard frokost som ikke var meget bedre end mange andre caféer i byen. Har ikke prøvet den omtalte burger, men hvis jeg skulle komme tilbage måtte det være for at spise den."
4,"Vi blev mødt med et smil og der var venlig betjening hele vejen igennem besøget. Jeg har aldrig set en tjener smile så meget, hele tiden, igennem hele aftenen, det var fantastisk!
Bestillingen gik hurtigt, men vi ventede lidt lang tid på burgerne (ca. 35 min). Men de var godt nok også ventetiden værd. Klart den bedste burger i KBH jeg har fået, meget bedre end Halifax.
Også stedet er meget hyggeligt, ret stort, men alligevel meget intimt. Beliggenheden er god, men havde der været mulighed for borde udenfor havde jeg givet 5 stjerner. Også prisen på burgeren på 140 kr er liiiidt pebret, men OK, den var også virkelig lækker.
Prøv det!"
5,"En suveræn god restaurant oplevelse, noget af det bedste i DK, især hvis man tager priserne i betragtning. Hyggelig indretning, perfekt belysning, rigtig god betjening, og så er maden bare helt i top. Også plus for et overskueligt og velvalgt menukort. Anbefales varmt herfra."
6,"Jeg har flere gange besøgt Tight, som er en lille hyggelig cafe inde i indre København (sidegade til strøget),

Cafen er opdelt i flere planer, hvilket er med til at gøre cafen rigtig hyggeligt. Personalet er i øvrigt engelsk talende.

Maden er super god, dog er det mere Restaurants priser & mad end det er Cafe. De har dog enkelte Cafe retter som fx deres meget kendte burger som har vundet flere priser. Deres Burger er super god, men jeg synes nu ikke det er byens bedste."
7,"Tight er bestemt et af de bedste restauranter i København. Maden er professionelt anrettet, indbydende og portionerne er bestemt fornuftige til prisen. København har et ry for at sætte service i lav prioritet, men dette gælder bestemt ikke Tight. Indehaverne er fantastisk søde og rare mennesker, der udviser en afslappet stemning og gør bestemt deres bedste for at folk føler sig tilpasse. Tjenerne var smilende, rare, velvidende om maden og professionelle.
Hvis man skal spise et sted i København - Så er det Tight!"
8,Fremragende sted med go stemning og god atmosfære. Rigtig god mad. Et spisested med kulinarisk engagement og sjæl. Vi kommer helt sikkert igen. Maden var fantastisk.
9,"På Tight kan man må en meget lækker burger. Den har jeg fået en del gange nu, men sidst jeg var det fik jeg Schnitzel, og den var simpelthen så lækker og mør. Betjeningen er meget imødekommende og venlig. Det eneste minus er, at støjniveauet kan være ret højt.
OBS! Det er en god ide at reservere bord - især i weekenden!"
0,"Fik lige en sms, der mindede os om bordreservationen-fint. Venlig modtagelse ogGodt stort og saftigt andelår og nogle gode desserter. Veltillavet og tilpas portionsstørrelse."
1,"En spontan idé ledte til denne restaurant og det var ingen skuffelse. Udfra ser Tight ikke ud af meget, men straks man er kommet ind befinder man sig i en hyggelig atmosfære med hurtig og venlig betjening.
Vi var på udkig efter et hurtigt måltid inden en koncert og valgte Tights burger - et god valg. Burgeren kom hurtigt og var stor veltillavet og meget delikat. Bollen var hjemmebagt foccasia, bøffen perfekt stegt og fyldt med gode sager.
Hertil en Brooklyn lager fra fad - en ud af mange gode øl på kortet.
Resten af menukortet indbød til et genbesøg og havde flere delikater retter som var mere avancerede end en burger. Vinkortet så også interessant ud.
Betjeningen var hurtig opmærksom og venlig."
2,"Jeg spiste alene, og fik lov at vælge et bord hvor jeg kunne sidde lidt alene. Blev med det samme tilbudt nogle blade, som jeg kunne læse i, god service. Fik blåmuslinger til forret, de var dejligt store, og smagte rigtigt godt. Herefter fik jeg burger, den fortjener bestemt de fine anmeldelser, lidt specielt med foccacia brød, men det fungerer. God service, hurtig betjening."
3,"Vi var 11 mand der besøgte Tight og vi var alle meget tilfredse. Det er et rigtigt hyggeligt og uformelt sted med med venlig og serviceminded betjening som dog insisterer på at tale Engelsk. Ikke noget problem for os. Rigtig god mad og jeg prøvede selv deres roste burger, som dog ikke helt kunne leve op til forventningerne. Men der var fine kommentarer til maden bordet rundt og så til ikke alt for dyre priser! Jeg kommer gerne igen men nok mere privat end med kunder."
4,"havde bestilt bord til en lille julefrokost med 12 mennesker og alt var mere end perfekt..! vi fik et bord lidt tilbage så vi ikke forstyrrede de andre gæster, super hyggeligt og rart at vi alle kunne se og høre hinanden..!! maden var FANTASTISK, og selvom det kan være lidt besværlig nogle gange når kun nogle skal have forret, andre hovedret og nogle få dessert, kørte alt som på skinner..! Alle havde en helt igennem fantastisk aften, især pga. den gode betjening vi fik..! Der manglede intet på noget tidspunkt..!
TAK for en utrolig aften..! vender med sikkerhed tilbage igen og igen og igen......."
5,"Min veninde og jeg besøgte stedet efter anbefaling af bekendt. Det var en super lækker oplevelse. Maden var meget lækker og flot til beredt, Prinsen passer perfekt, og jeg har allerede bestilt bord igen. Kan varmt anbefales:) Mere skal der ikke siges, det skal prøves:)"
6,Var der sammen med min kæreste og det var super hyggeligt og det var virkelig lækkert ! & meget god mad til en fin pris :D
7,"Jeg kan kun anbefalde stedet! Personligt har jeg ikke haft en bedre oplevelse end den jeg havde hos Tight. Det var første gang jeg og min kone var der, og stedet var bare perfect!.

Det var totalt cozy/romantisk. Fik købt en 3 retters menu, hvor man så selv kan vælge forret, hovedretten samt deserten.

Vi valgte at få Muslinger (min kone), samt laks (mig) til forret. Det smagte begge to rigtig godt!
TIl hovedret fik vi begge to Surf'n'Turf (US Flank steak), og det er helt klart den bedste steak jeg nogensinde har fået på en restuarant!! Kan kun anbefaldes.

Betjening kunne ikke være bedre! VI har ikke haft så god en betjenning som på stedet her. Personalet var rigtig flinke, og de var hverken for meget eller lidt hos os. Det var lige tilpas.
Vi skulle slet ikke spørger efter hvornår næste ret kom, for det kom på det rette tidspunkt.
De spørger endda om man er klar til næste ret, eller om man lige vil have en pause!!

Priserne var også rigtig gode, synes vi selv, da vi har været dyre steder hvor det slet ikke var ligeså godt.

Kun 5 stjerner herfra!!! Vi skal helt klart tilbage til Tight."
8,"Drop deres nye, fancy-pancy menukort og gå efter burgeren.. Lækker, blød bolle. Saftig og velsmagende bøf. Blød, smeltet ost og lækre svampe! Måske Københavns bedste burger!!"
9,"Hyggelig lille sted til både turister og lokale. Fin pris og god mad. Min kæreste er fan af burgeren, som jeg dog ikke er så betaget af. Jeg vil hellere anbefale muslingerne :)"
0,"Hyggeligt lokale med et ungt publikum. Maden var ok, men jeg havde forventet noget mere efter at have læst andre anmeldelser på Tripadviser. Burgeren var ok, men ikke noget særligt efter min mening, og kr. 235 for 2 retter finder jeg ikke billigt, typen af restaurant taget i betragtning.
Vi valgte den billigste flaske rødvin, som var australsk, og den var god til prisen."
1,Rigtig god kvalitet og priser der er til at betale. Har spist der flere gange og jeg er ikke blevet skuffet endnu. Betjeningen er i top og man sidder i rigtige hyggelige og charmerende lokaler.
2,Vi kom uden en reservation en lørdag aften og det lykkedes at få en plads alligevel. Super betjening og suveræn mad - kan helt klart anbefales.
3,På trods af begyndende forvirring omkring et tilbud fra [--] lykkedes det at indtage et herligt måltid mad bestående af bl.a. deres roste burger. Stedet var rart og stemningsfuldt og en anbefaling værdigt.
4,"Overraskende god kvalitet og meget fair priser. Vi var på besøg med vores tre teenagere, og indretningen, stemningen og maden var lige dem"
5,Aftenen var en succes. Lige fra den gode modtagelse af den charmerende Australske indehaver til bordet ved vinduet som var gjort klart til os. FIn gennemgang af menukortet og vinkortet. Efter valg af retterne - 4 stk til hver - anrettet og serveret med omhu. Tilpas i størrelse og i en god kvalitet. Vi valgte en vin lavet på Pinot Noir ... Bourgogne. Da vi sluttede med kaffen så vi tilbage på en dejlig aften - på et hyggeligt sted til en rimelig pris.
6,"Vi fejrede vores bryllupsdag på Tight og havde valgt stedet ikke mindst på baggrund af de mange gode anmeldelser på Tripadvisor.
Vi blev ikke skuffede. Maden var rigtig god og vi fik fin opmærksomhed fra tjeneren. Måske fordi vi kun var ganske få gæster den aften?
Jeg har siden anbefalet stedet flere gange, og glæder mig til at komme tilbage."
7,"Klart et besøg hver. Maden er i top, stemningen er god og betjeningen høflig og imødekommende kunne dog godt være lidt hurtigere."
