,review
3,"Og det skriver jeg fordi jeg har besøgt Mother tidligere hvor jeg har fået serveret det lækreste pizza.
Og jeg var helt opsat på at skulle have den samme lækre oplevelse, men dejen var meget blød. Jeg savnede noget sprødhed.

Samtidig var der ikke meget smag i den. Der lå et hav af parmaskinke på toppen, hvilket efter mine overbevisninger ville give en saltet smag, men det var meget neutralt.
Jeg måtte overdynge pizzaen med chiliolie for at forkæle mine smagsløg bare en smule.
Ellers hyggeligt sted med god atmosfære. Elsker dæmpet belysning, men her var ekstrem mørkt. Så meget at menukortet blev svagt læseligt.
Alt i alt ok oplevelse...Men savner mere passion i maden."
4,"Meget ringe udbud af kød ( kun Parma skinke) og resten var kun variationer over bønner ... måske OK hvis man er vegetar.
Det mest efterspurgte var pizaerne som man hele tiden skulle vente på og de var ganske slatne alle sammen!!
Ikke prisen på 160kr værd!!!
Absolut ikke et sted vi vil komme igen!!"
5,"Vi har besøgt restauranten en enkelt gang, fordi der var nogle kollegaer, der havde rost denne restaurant og sagt, at de havde byens bedste pizzaer. Restauranten levede op til vores forventninger. Der var travlt, men alligevel var der en god betjening og super gode pizzaer og god vin. Vi kommer igen og vil gerne anbefale restauranten tll andre."
6,"Lækker mad lavet af friske råvarer, rustik og dejligt. Var hos Mother og spise brunch og blev bestemt ikke skuffet, god stemning med åbent køkken (da vi gik hilste kokkene på italiensk) hyggeligt. Kommer helt bestemt igen."
7,"Tjeneren kiggede knapt på os da vi blev henvist til et bord. Svarede kort og skarpt. Ventede yderligere 5 min. på menukort. Ny tjener. Han vidste ikke hvad der var på pizzaerne og om noget kunne tages fra. Spurgte en kollega. Det kunne man ikke. Okay.
Efter lang tids venten (omkring en halv time) får vi to pizzaer som cirka var på niveau med en frysepizza. Ikke det værd til prisen.
Men dårlig pizza til side, var servicen virkelig elendig. Følte os ikke velkomne. Vi var ude og fejre fødselsdag og skyndte os videre da vi havde gnasket lidt i to underbagte pizzaer. Kommer helt sikkert ikke igen."
8,"Tapas til forret var god. Pizza var slatten, brødet var blødt og slet ikke sprødt. Den faldt sammen og smagte faktisk heller ikke godt. Meget skuffende. Service var skuffende, langsom og havde slet ikke styr på hvem, hvad og hvor."
9,"Mother er en af de få pizza restauranter, som bager deres pizza i stenovn med åben ild. Det er i sig selv positivt. Men nu er jeg gift med en Romersk pige og når man er vant til god romersk pizza så er selv Mother's pizza'er middelmådige. Samtidige er de ret dyre. Så hvis prisen var lavere så ville jeg give højere ratings. Men med den nuværende kvalitet sammenholdt med prisen så er de alt for dyre."
0,"Jeg ringede for at hører om der var åben da det var den 28. december. Her fik jeg besked at der bar der og der var brunch frem til kl. 15. Jeg spurgte om der var pizza med i brunchen og fik beskeden ""masser"". Da vi kom derinde var vi i alt omkring 30 mennesker. Vi bestiller brunch allesammen. Vi går i gang og vil finde pizzaen, i en lokale ved siden af står der 2 halve pizzaer. Vi tager lidt og mener helt bestemt der snart kommer mere, ca 10 min. efter kommer der en til, det skal siges at der var masser af salat og brød, lækker ost og parma skinke. Familien vil dog gerne smage lidt mere af disse gode pizzaer. Vi spurgte tjeneren om hvorfor der manglede pizzaer, hans svar var ""kokken gøre det så hurtigt som muligt"" vi sad der ca. en time og der blev lavet ca. 7 pizzaer til brunch buffeten. Pizza kokken havde aldeles ikke travlt og jeg vil mene at der må være lange ventetider hvis der kun kan produceres 7 pizzaer i timen af en mand? Vi betalte kr 150 pr. person. Det var det ikke værd."
1,En rigtig god pizza i en rigtig hyggelig restaurant som ligger perfekt ved indgangen til kødbyen på Vesterbro. Desværre har de fået storhedsvanvid hvad angår priserne som tager toppen af en ellers rigtig god oplevelse.
2,"mig og min veninde tog på Mother Fredag aften, uden reservation, da vi kom ind i restauranten fik vi at vide, at vi skulle vente 20-25 minutter, hvilket er helt rimeligt, når vi kommer uden reservation, men vi endte med at vente op mod en time, inden vi blev henvist til et bord. der gik yderligere 5 minutter før vi fik stukket menukort i hånden. vi bestilte 2 ""bøffel mozzarella til forret"", men da den serveres, kommer der kun 1, så vi må bede om en til,og venter lidt på det. den såkaldte bøffelmozzarella, smager af den billige nede fra netto, fuldstændig skærefast, og på ingen måde cremet som en bøffelmozzarella skal være. Inden vi er færdige med at spise den, bliver vores pizzaer sat på bordet. de kunne ellers godt have ventet da pizzabunden var fuldstændig underbagt. der kommer jeg ikke igen, hvilket ellers er en skam, da jeg havde hørt så meget godt om stedet. tager hellere den lokale italienske pizzabiks rundt om hjørnet en anden gang."
3,Synes ikke rigtigt at deres mad smagte af noget? Ret dyrt i forhold til kvaliteten. Servicen var også utroligt langsom i forhold til at der ikke var travlt.
4,Man føler sig ikke velkommen. Hurtig betjening. Uforståelig menukort og vanskelig at læse. Kedelig pizza. Bunden var som gummi.
5,"alt for bløde pizzaer, der ikke hæver sig væsentligt over de bedste fryse pizzaer. Hyggelig atmosfære og fair priser på drikkevarer, men maden er virkelig ikke værd at komme efter."
6,"Priserne på pizzaerne er ret høj i forhold til smagen, synes jeg. Det kan godt være at de selv laver deres mozzarella (?), men i sidste ende handler det om hvordan smagsløgene reagerer... og mine blev ikke rigtigt overbevist. Det var ikke skidt, men bare heller ikke særligt spændende når det kom til stykket, og det er synd når man giver op til 155,- (!) for en enkelt pizza.

Stemningen er fin, men maden lader lidt tilbage at ønske. Jeg gad dog nok vide hvordan det havde smagt med en brændefyret ovn..."
7,"Hyggeligt sted i kødbyen, pizzaerne er gode og vinen er dejlig. Servicen var fin men ret langsom, vi ventede en del."
8,"Stedet fornemmes som beliggende i Firenze eller et andet sted i Italien. Al kommunikation tjenerne og køkkenet foregår på italiensk. De sydlandsk udseende tjenere er hurtige og serviceminded med en friskhed og et glimt i øjet.
Maden er over middel og til billige priser. Tydeligt sydlandsk inspireret og gode fortrinsvis italienske vine dertil. Det er et ungt publikum, som fylder forretningen, men der er sagtens plads til en farmor eller farfar. Et rigtigt hyggeligt sted."
9,Havde hørt meget godt men oplevelsen levede ikke op til det. Fik bruchetta med svampe og ricotta hvilket var et stykke ristet brød med masser af ost og 5-6 små svampe til 40 kroner. En pizza med krydret brocolli og hjemmelavet pølse til 155 kr. Okay smag med for lidt fyld og underbagt bund. Fik også et glas Barbera som var pænt varmt selvom jeg specifikt spurgte om det var tempereret. Skuffende også var betalingsterminalerne gået så skulle forbi en ATM. Spændende hvad det giver af gebyr i en bank man ikke er kunde hos. Fik en gratis øl efter jeg har betalt som jeg nu passende kan drikke mens jeg anmelder Mother. Tror ikke jeg kommer igen...
0,"Perfekt lokation i kødbyens rå og historieramte rammer. Rustik, men hyggelig, og indbydende indretning. Lækker tilpas høj musik, højt nok til man kan tale privat. Men sikke en sløset betjening. Et tosset velkomst system, hvor man henvises til at afvente en manager, der tager sig god tid, og glimrer med sin fravær i knap 10 min. Ankommer lidt ligegyldigt og ladt og anviser lidt arrogant et perfekt lille bord.
Spisekortet kom herefter. Et inferno af svært læselig skrift, ingredienser præsenteret i et vivar af italiensk, og dansk, og en række ukendte pizzavarianter.
Vi endte med at bestille to pizzaer, den ene uden 2 af ingredienserne, den anden med ekstra hvidløg. De to pizzaer ankom meget hurtigt, men ak, de fik os aldrig op at ringe. Dejen var lækker og smagsfuld, men underbagt. Pizzaerne var begge for våde og dermed så slaskede at de var umulige at spise med fingrene.
Alt i alt to nedslående pizzaer til en dyr pizzapenge, og de 15 kr. for at få dryppet hvidløgsolie på den ene, gjorde bestemt ikke oplevelsen bedre.
Serveringspersonalet var søde, men havde voldsomt travlt, og køen til restauranten var konstant voksende foran restauranten trods ledige pladser.
Det var første og sidste gang vi satte vores ben på stedet, som kunne gøre det så godt, men gør det så trist."
1,Det er vel måske Københavns bedste pizza? Det sgu et hyggeligt sted og der er fart servicen! Nyd en Aperol i baren inden spisetid!
2,"155 kr for pizza er i den dyre ende. De har også pizza til 140 og enkelte til 115. De smager godt, men står ikke mål med udgiften."
3,"Har været her før, men første gang til brunch. Det er normalt rigtig godt at spise her, men udvalget til brunchen er lidt småt. Prisen ligger i den højde ende og betjeningen denne dag var knap så hurtig Kommer sikkert igen, bare ikke til brunch"
4,"Fantastisk god pizza, lavet af friske og velsmagende råvarer. Rigtig fedt koncept og godt udvalg på menukortet. Jeg kommer helt sikkert igen!"
5,"Var forbi da vi havde fået anbefalet deres brunch fra flere venner. Betjeningen var rigtig høflig, men maden var ikke som forventet. Ganske ok, men ikke det store udvalg og bestod bla. af en dåse nutella. Måske vi bare ramte en dårlig dag."
6,"Vores datter anbefalede ""kødbyen"" herunder Mother med gode pizzaer. Det var en rigtig god kulinarisk oplevelse - rigtig gode råvarer og rigeligt, hyggelig stemning - dog problematisk med akustikken (skyldes bygningernes oprindelig/historiske brug), hurtig og venlig betjening og til en god pris. Kan varmt anbefales."
7,"Vi var her til frokost, super lækker mad, god stemning, og ikke rigtig noget at sætte finger på. Gode priser. Klart et besøg værd!"
8,"Da jeg fandt et lille stykke plastik i min pizza og nævnte det ved betaling, fik jeg og min veninde en ærlig undskyldning og tilbudt dessert på husets regning! Vi fik en lækker tiramisu begge to.

Pizzaerne fejler ikke absolut ikke noget smagsmæssigt. Super lækker italiensk bund og friske råvarer.

Flink og meget imødekommende betjening, man bliver nævnt ved navn hele aftenen. God stemning i lokalerne.

Alt i alt et meget anbefalelsesværdigt spisested!"
9,"Pizzaerne er ok, men dyre. På en dag med sol er det dejligt at sidde udenfor. Akustikken indenfor er virkelig dårlig. Men alt det bliver totalt overskygget af den totalt elendige service. Manageren er det mest arrogante, jeg har oplevet på en restaurant. På en aften var vi i kontakt med fem forskellige tjenere, hvor af 1 var i stand til at yde nogenlunde ok service (dvs være venlig og komme med det vi havde bedt om). Har været der tre gange med forskellige selskaber og hver gang er det endt med at den dårlige og nærmest ubehøvlede servicering har ødelagt den gode stemning. Så kan bestemt ikke anbefale stedet, hvis du gerne vil have en hyggelig aften. Hvis du er ligeglad med det men bare gerne vil sidde i solen og ha en ok pizza, du betaler overpris for, så er det fint nok."
0,"Først fik min veninde og jeg et bord til to personer udenfor. Pludseligt skulle der sidde et par mere ved vores bord, hvilket manageren synes var helt naturligt. Det var bare ikke hyggeligt og en pizza koster i gennemsnit 150 kr, så den vil man bare gerne nyde i fred alene. Vi fik af vide, at der var et bord til os indendøre, hvis vi ikke ville sidde så klemt. Vi rykkede ind og endnu engang kom den arrogante manager for at fortælle os, at her havde man kun 1 time til at sidde og spise.
Vi spiste vores gode, men dyre pizzaer og fandt et andet sted for at drikke kaffe, hvor vi følte os mere velkomne.
Jeg kommer desværre ikke tilbage til dette sted for at spise pizza:("
1,"Skøn mad! Dejlig beliggenhed, betjeningen kunne godt bruge et kursus i at smile, men det er ligegyldigt når maden er så god. Lidt i den dyre ende for en pizza også selvom de er vanvittig gode"
2,"Var på mothers, til aften, de har gode pizzaer, dog virker det som om de har meget travlt, og man skal kunne tale engelsk, da 90% af personalet kun taler engelsk.
De havde brændt vores pizzaer på, de returnerede med 2 der var mindre brændt på!"
3,"Virkelige lækre pizzaer :) hele holdet er Fra Italien, både tjenere og kokke, og man fornemmer stemningen. Ventetiden er for lang op mod 1 time selvom der ingen mennesker er, og maden ligger i den høje prisklasse"
4,"Mother ligger lækkert placeret centalt i kødbyen med en stemning som er helt i top. Deres pizzaer er sunde, velsmagende og lavet med gode råvare. Alt dette et er godt nok, men prisen er det dobbelte af hvad man normalt betaler for en kvalitets pizza på eks. Frederiksberg (også lavet på gode råvarer og bagt i stenovn)"
5,"Indrømmelse: jeg har ikke spist på Mother.

Jeg har hørt en del om stedet og er gået forbi masser af gange, for jeg bor i nærheden. Forleden - på en dejlig solskinslørdag ved 13-tiden skulle det være, og jeg mødtes med en veninde, der havde det på samme måde. Endelig!

Det viste sig, at vi begge havde forberedt os ved at læse menukortet på hjemmesiden, og vi var begge pizza-trængende, da vi kom.

Ingen betjening! Hvad gør man mon? Skal man bestille indenfor, eller? Vi ventede. Og ventede. Og prøvede at finde noget personale. Endelig lykkedes det at få fat i en ung festklædt pige, der vrissent og på engelsk forklarede, at der kun var brunch-buffet på det tidspunkt. Til kr. 160! Ingen andre muligheder. Ingen venlig info om, hvornår vi ville kunne få vores drømmepizzaer. Ingen tilløb til at komme os i møde.

Hvis vi ikke havde spildt vores tid med at sidde om blomstre. Hvis ikke vi havde følt os behandlet som nogen, der var i vejen. Hvis pigen havde været sød. Hvis anmeldelserne her på Tripadvisor havde fortalt os, at vi bare havde været uheldige og/eller at fantastiske pizzaer var den dårlige service værd, så kunne jeg måske overveje at prøve igen en anden gang. Det tror jeg bare, at jeg vil lade være med. Der er jo heldigvis masser af andre - gode - spisesteder i området. Vi tog noget lækker og sjov streetfood på Kødbyens Mad og Marked i stedet."
6,"Fed beliggenhed i Kødbyen - vi fik en en god pizzabrunch på stedet. Udover de helt friskbagte italienske pizzaer var der mere traditionelle brunch retter såsom yogurt med müsli, hvidt brød med nutella etc. samt lidt italiensk tilbehør. Deres pizzaer var virkelig gode - så gode, at de rigtig hurtigt røg fra ""tag-selv"" buffeten; dette medførte noget ventetid før at man kunne få sit næste stykke.
Der var rigtig høj (og elendig) musik kørende på en meget gammel playliste (med Bomfunk MC's freestyler blandt numrene); det var ikke så fedt. Personalet var noget tilbagelænet..."
7,"Mother, ligger fint i kødbyen, med mulighed for at sidde ude. Dog vil jeg mene deres standard for pizza er faldet, det er stadig en fin pris, men kvaliteten er ikke i top, som tidligere."
8,"Vi var 4 voksne der spiste aftensmad på Mother i Kødbyen. Området er charmerende og stemningen i restauranten var fin.
Vi bestilte 4 pizzaer og de var udmærkede men ikke noget særligt, og 135kr for en pizza i den kaliber, det var bare ikke value for money. Siddekomforten var klart under middel. Vi sad placeret op af en brændestabel, sjovt påfund, men ret dårlig siddekomfort."
9,"Virkelig stor forvirring om hvem vores tjener var. Den første kom med bestik og menukort, den næste kom med drikkevarer og den sidste kom og tog vores bestilling.

Vi sad og ventede 10 minutter efter vi havde fået menukortet på at vores ordre blev taget. Vi bestilte bruschetta og mozeralla kugle til forret og pizza til hovedret.

Mozzerallakuglen smagte af ingenting, og vi tænker stadig at det var nettos den billigste lagt på en tallerken med lidt olivenolie og 2 blade basilikum, den smagte af ingenting.

Bruschetta var vådt og kedeligt

Pizzaen hed muh!! Virkelig god pizza

Drop jeres dårlige / middelmådige forretter og fokuser på de gode pizzaer"
0,Frokost på dette spændende italienske spisehus i en tidligere slagterforretning i Kødbyen. Åbent køkken der giver fuld kik på stedets kokke i færd med tilberedningen. Priserne må betegnes som værende yderst rimelige i forhold til kvaliteten.
1,"Spiste frokost med min mand. Intet problem at have barnevogn med spædbarn med ind og vi fik et fint afsides bord, så jeg kunne amme uforstyrret. Gode pizzaer og skøn hjemmelavet tiramisu til dessert."
2,"Når vejret er til det bliver pizzaerne lavet i den udendørs pizzaovn og serveret ved bænkeborde ude foran restauranten.

Pizzaerne er gode, priserne - også på drikkevarerne - er meget rimelige og det hele foregår i et hektisk men hyggeligt miljø.

Stedet er meget populært, men det har Mother selvfølgelig tænkt på, for i enden af restauranten er der en bar hvor man kan bruge ventetiden fornuftigt :-)

Betjeningen er udemærket og sproget meget internationalt.

Alt i alt en rigtig god madoplevelse til en uprætentiøs bytur."
3,"Ja vi er kommet der en del og har altid været glade og meget tilfredse med maden og betjeningen, men må ind rømme at aftenens oplevelse i den grad var skuffende, ved ankomst blev vi anvist er bord men tjeneren glemte lige at komme med menu kort, da vi fik maden var pizzaen smagsløs og flydende og da vi prøvede at få en regning havde den tjener som havde vores område, mere travlt med at stå bag baren og tjekke hans Facebook eller sms'e.
Alt i alt en skuffende og kedelig oplevelse"
4,Det er altid dejligt med autentiske italienske pizzaer :) Duften fanger en med det samme flere meter fra restaurenten.
5,"Super hyggeligt sted ,med en fed atmosfære .Rigtige gode pizzaer tynde og sprøde med ikke så mange ting på ligesom i italy😊Super betjening"
6,"Konceptet er ret simpelt, hvor der ud over antipasti kun har pizzaer på menuen. Tilgengæld er det virkelig byens bedste pizzaer til rimelige priser."
7,Langsom og uengageret personale. Pizzaer uden smag. Alt smager ens. Vi stod selv for stemningen. Der gik lang tid inden pizzaerne kom.
8,"Jeg havde booket bord til 4 og vi blev desværre kun 3, men stemningen hos os og andre var god. Vi satte os ved bordet inden kl. 19.00, og et engelsk par satte ved siden af os, ca. 15 min efter. Vi bestilte noget forret og vin og vand, og list efter bestilte vi vores pizzaer. Tjener som var en engelsk talene pige var meget sød og venlig, men vi skulle lige selv finde vores vinglas, da vores vin blev leveret på bordet og for retten kom. Pizzaerne kom efter 1 times tid, og da kl. var 20.30 fik vi afleveret vores regning og den franske manager uden et smil på læben informeret at nu var der gået 1 1/2 time, og tiden var gået. Selvom der på reservations booking stod vi havde 2 timer, men da vi ""kun"" var 3 og ikke 4, var det kun 1 1/2 time. Den havde ingen af os prøvet før, og selve forklaringen at man trækker 30 minutter for bookingen fra hver person ikke virker logisk. Godt jeg ikke booket bord alene!!!!
Og slet ikke hvis jeg som vores engelske par som var super søde og alt for venlige, de sat stadig kl. 20.15, efter næsten en time havde de ikke fået noget at spise, kl. 20.25 da vi fik regningen havde de ikke fået deres mad. Så vores besked til den franske manager uden humor og dårlig opførsel, at vi ikke gik før vores engelske naboer havde fået deres mad, og det måske var på tide at de tilbød den et glas vin eller andet på husets regning. Til trods for at vi havde spurgt op til flere gange, hvor deres mad blev af. Det er bare ikke godt nok, det overskygger en god pizza og et rigtig godt humør os alle 3. Samtidigt flovt at se to søde mennesker, der skal opleve Danmark og have en hyggelig aften, får så ringe en service. Jeg håber ikke de blev smidt ud 5 minutter efter de havde fået deres pizza for de havde været der mere en 1 time og 15 minutter..........................."
9,"Jeg elsker deres pizzaer! De er super gode. Er nogle gange blevet mødt af ikke så energisk personale og det er ærgerligt. Har også få gange haft problemer med at bestille bord online. Men pizzaen er skøn, husk at bestil bord."
0,"Virkelig elendig ""service"" og pizzaer der ikke var bagt i midten (og som stod til DKK 150). Har været der for et par år siden hvor det var super - det er gået stærkt ned ad bakke, og jeg kommer ikke igen."
1,"Det overrasker mig, at Pizzaerne ikke er bedre. De er max middelmådige - dog til fornuftige priser. Atmosfæren er autentisk og hyggelig på en vesterbrosk måde. Tjenerne er effektive og smilende."
2,"I går aftes var vi et selskab på 4 personer, som dukker op uden reservation. Vi får at vide at der kun er 30 minutters ventetid, som vi beslutter at vente på - 45 min senere spørger vi igen, hvor tjeneren siger 10 min, som gentages endnu engang. Vi ender i alt med at vente 1 1/2 time på vores bord. Når vi får vores bord går der yderligere 10-15 min før vi modtager vores menukort. Når jeg endelig prøver at konfrontere tjeneren med den skuffende service, bliver jeg bare afbrudt og nærmest skældt ud, da han åbentlyst er monster stresset og fortæller at han lover at komme tilbage senere. Det skete aldrig. Overordnet en meget skuffende oplevelse, hvor de tydeligvis har alt for travlt og lover mere end de kan holde."
3,"Meget fortravlet ungt, men venligt personale, som kun snakker engelsk, og som ikke gør sig ulejlighed med at høre ordren korrekt ind.
Vi fik 1 forret i stedet for 3. Varm bru chetta, desværre uengageret lavet på samlebåndet denne smukke Sommeraften.
Pizzaerne. Den ene skulle indeholde kartofler, stegte løg og røget spæk. Vi påtalte for en tjener at vi hverken kunne identificere løg eller råget spæk Hun svarede at ingredienserne var meget findelte og sparsomt tilsat. Det kom an på køkken. Vi kommer ikke igen."
4,"Dejligt vejr, gruppe på 7 kvinder - satte os udenfor og fik menukortet af en meget charmerende tjener, som talte engelsk med os. Menuen var mest pizzaer - men han kaldte én af os mademoiselle, og selve menukortet var mest på italiensk, men også lidt engelsk og også danske ord som ""røget spæk"" havde fundet vej. Altsammen muligvis en del af et bestemt udtryk (Mor? Mor kan ikke skrive?) Det var altså lidt svært at forstå hvad det lige præcis var, man bestilte. Der var stor forskel på priserne på pizzaerne, og vi måtte gætte hvorfor - vi er stadig ikke klogere.
(Efter vi havde bestilt, spurgte vi om vi kunne få bord inde: der blev sagt ja, og da vi så stod derinde, var der ny information fra næste tjener: hvis man sad inde, skulle man bestille mindst 2 retter! Så vi gik ud igen.)
Jeg ville gerne have lidt blandet kød og ost og det kunne man ikke få. Så jeg fik iskolde grillede, syltede grøntsager: 2 champignon, et stykke rød peber, et stykke mango, en meget stor fennikkel og et kvart løg, sammen med en stor klat ost. Og ½ pizzabund med olie og urter på. For 105 kr. Det smagte fint. Nr.2 adspurgte tjener havde tid til at vise mig hvor jeg kunne få salt. Jeg fandt to (forskellige) hår i maden. Men selskabet var herligt!"
5,"Vi har været på Mother flere gange, både med store børn, venner eller bare som par. Jeg ved godt at de har andet end Pizza og jeg tvivler ikke på at det hele er lækkert, men selv om jeg ikke er den store pizza-fan, har jeg aldrig nået længere, for de er simpelthen så gode."
6,"En god spise oplevelse - en anderledes brunch med gode utraditionelle salater. Ventetiden trods den meget store travlhed var OK - buffetens placering ikke optimal, svær at komme til, da alle står i vejen for hinanden, Jeg bestilte kaffe men nåede aldrig at få den; men masser af drikke på buffeten, så det gik! Buffeten blev trods den meget store travlhed, holdt velopfyldt. Hjælpsom venlig betjening.
Rimelig pris og trods alt en god oplevelse. Anbefale - ved ikke, finder nok et andet spændende sted at spise brunch næste gang; et sted hvor der er lidt mindre travlt og mere plads!"
7,"Vi havde ikke bestilt, men tjeneren sagde, at han havde et ledigt bord om 20-30 minutter. Han opfordrede os til tage plads i baren og drikke en øl, hvilket vi gjorde. En time senere spurgte vi igen, om bordet nu snart var ledigt, hvortil han svarede, at bordet var klart om to minutter. 15 minutter senere forlod vi stedet, da han nu gentagne gange havde løjet for os.
Det er absolut uforskammet at tro, at man kan tillade sig at spilde folks tid på denne måde.
Vi kommer aldrig igen."
8,"Der var kø og buffeten havde kun en side. Den bestod af mange salater, ost og i et andet rum dejligt brød og pizza, som hurtigt var væk, ventetid på mere. Jeg syntes det var en dyr brunch."
9,"Meget er godt på Mother: Indretningen, stedets atmosfære og den professionelle betjening. det virker også som om råvarerne er i orden og de serverer et hæderligt glas øl.
Jeg fik en fin Bruschetta, der godt kunne have været på et bare lidt større stykke brød, og det kunne godt have været grillet lidt mere. Jeg smagte både salami og vegetarpizzaerne - I begge var smagen grundlæggende i orden, men bunden var blød i begge og det skal den ikke være i en pizza, slet ikke en der er lavet i en rigtig pizzaovn. Mit bud er at ovnen ikke har været varm nok så væden fra pizzaen er trængt gennem bunden. Oveni havde osten en lidt gummiagtig konsistens som rigtig mozarella ikke plejer at have. Lidt af en skuffelse, når nu pizzaerne er stedets hovedattraktion"
0,"Efter at have ventet i kø i 1 1/2 time og efter at have set pizzaerne var forventningerne i top.
Udseendet fejlede bestemt ikke noget, men bunden var mere sej frem for sprød og der var ikke meget smag. Den smag der var var primært sødelig og salt uden nuancerne af krydderier, svampe, oksekød etc.
Formentlig ikke et sted jeg ville komme igen."
1,"Vi var 4 venner af sted til sen frokost en lørdag. På dette tidspunkt er deres brunch buffet eneste valgmulighed, så den hoppede vi på. Udbudet var begrænset, men spændte fra scrambled æg til pizza og pasta, så der var noget for alle. Det var lækkert anrettet og med undtagelse af pizzaen blev der fyldt godt op. Der var ALT for få pizzaer i buffeten og der var næsten konstant ventetid. Det er ikke godt nok. Der var godt fyldt op i restauranten og de ellers søde tjenere havde svært ved at følge med. Vi rykkede udenfor, da solen brød helt igennem og det løftede oplevelsen. Sikken en fed atmosfære og leben i Kødbyen."
2,"Gennem vinduet så pizzaerne lækre ud, men på tallerknen var de skuffende slatne og ikke rigtigt varme end ikke ved serveringen. De var underligt fade i smagen. Pris og kvalitet hang ikke sammen. Ganske skuffende"
3,"Havde høje forventninger til en ægte italiensk pizza. Råvarer og priser er helt i top, men selve pizzaen var meget skuffende. En pizza skal efter min menin være helt simpel, og bunden tynd og sprød. Vi fik to overfyldte pizzaer, der var meget ferske i smagen, og med bløde splattede bunde. Nu er det prøvet og jeg kommer igen."
4,"Forventningerne var høje qua masser af gode TA-anmeldelser.

Og bevares. Det var fint. En ganske udmærket pizza, og charmerende restaurant i de fredede lokaler.

Men så var det heller ikke bedre end det. Nogle stjerner for atmosfæren, men har fået pizzaer, der er bedre og betjening, der er bedre.

Alt i alt fint besøg, men ikke noget, der udløser topkarakter."
5,"God restaurant med mad lavet SF gode råvarer, men mange mennesker og ventetid Men absolut et besøg værd og kommer gerne igen"
6,"Jeg var på besøg på min søns fødselsdag. Vi var 2 voksne og 3 børn. Forretten ""antipasto"" kom med rimelog hastighed og var jævn uden at være særlig interessant. 60 min efter klagede jeg over at vores 5 pizzaer ikke var ankommet endnu, det medførte en besked om at de var på vej om 5 minutter.
15 min. senere kunne i se andre kunder, der var ankommet noget senere end vi få deres hovedret uden at høre fra køkken eller tjenere. Efter endnu en klage var beskeden fortsat 5 min... 15 min. senere havde vi et grædende barn og 2 der bare var utilfredse. Der meldte jeg ud til tjeneren at hvis vi ikke havde vores mad i løbet af 5 min ville vi rejse os og gå uden at betale regningen, det medførte at vi for første gang mødte en overordnet medarbejder, der truede med at tilkalde politiet hvis vi gik uden at betale. Det meddelte jeg ham at han var velkommen til, jeg fastholdt at jeg ville gå.
Ca. 10 min senere modtog vi vores pizzaer... Sidst men ikke mindst modtog jeg en regning PÅ DEN FULDE PRIS."
7,"Bookede bord til 3 personer og fik oplyst at vi havde bordet i kun 1 1/2 time....ikke lang tid, men vi accepterede alligevel.
Stedet er kompakt, hvor bordene står temmelig tæt. Stemningen i restauranten er god.
Fra bestilling af pizza til levering går forholdsvis kort tid, og det er nogle gode pizzaer man får på Mother.
Kan tænke mig at få lidt længere tid, men det går jo ud over antal bookinger restauranten kan have."
8,Hyggelige lyse lokaler. God autentisk italiensk mad med et moderne tvist. Kan anbefale deres pizza og deres sandwich.
9,"Vi ankom 3 piger lidt mere end 2 timer før vores reservation - personalet var super imødekommende, og fandt hurtigt et bord til os.

Menukortet byder på lidt blandede italienske forretter og pizza til hovedret. Begge dele smagte dejligt, og vi hyggede os i den autentiske stemning.

Der er god sammenhæng mellem pris og kvalitet."
0,"Det er ikke med min gode vilje at jeg skriver denne anmeldelse. Når jeg i mine mange år i København er blevet spurgt. Hvor spiser man den bedste pizza, så har mit svar altid været Mother. Men de sidste par gange har det været med lidt øv, når jeg er gået derfra.

Jeg har altid været forelsket i restauranten, og er det sådanne set stadigvæk. Jeg føler dog nu at nu er det en ren affodring, tjenerne køre/arbejder/servere på rutinen. Maden smager bare anderledes når servicen er ringe. Maden kommer virkelig hurtig... Næsten for hurtig. og når man får af vide, I har 1 1/2 time med bordet, vel at mærke da vi liiggee havde taget jakken af.... Så føler man sig ikke velkommen. Pizzaerne er fine, lidt brændte på den måde den nu kan være i en stenovn, men vinen var kold og ikke stuetemperatur, det var ret skidt for smagen... Øv...

Om jeg vil anbefale Mother, nej, tiden er rendt fra dem, der er så mange andre konkurrende steder i byen. Så derfor skær det i mit hjerte at lave denne anmeldelse, trist men sandt skrevet. Jeg vil hellere mindes de gode besøg end at få nye dårlige."
1,Vi kom et stort selskab og det virkede ikke som om pizzaovn og pizzabagere var gearet til dette. Vores pizzaer var stærkt underlagt med svampet slatten bund. Havde dog næsten spist mig mæt i overdådig lækker forretstallerken med mange lækre sager. Øl og cocktail var rigtig gode.
2,"Har spist her ved flere lejligheder, både aften og weekend brunch. Har altid været yderst tilfreds.
Spiste brunch i dag med et selskab på 4 og vi var alle utrolig skuffede. Pizzaen var kold og de italienske salater på buffeten virkede køleskab kolde og tilberedt i går af rester. Ikke noget interessant bekendtskab. Nutella glas var tomt og ulækkert. Sidste jeg fik brunch herinde var der frisk skåret serrano skinke, gorgonzola ost og måske også pandekager. Det var der ikke i dag. Restauranten var vanvittig kold her i januar og alle i selskabet frøs og måtte sidde med tæpper (indendørs). Cafe latte er prisvenlig og koster kun 25 kr. Det er i orden !
Alt i alt en særdeles skuffende brunch til 160 kr. Alle i selskabet var skuffede. Håber sørme at dette var en bummer og ikke fremtidig standard."
