,name,location,bubble,dollars,rating
1,"We went there for a casual business dinner but I guess we shouldn't have. This is a pizza joint, nothing else than that. They might try to give you another impression of something urban-street-Latin-quarter whatever but don't get fooled. 

The starters where good, I must...More","Frederikssund, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20
2,"Very nice place where most of the waiters/pizza makers are Italian.
We went there on Friday night with friends and was full, so while waiting we had a nice aperitif on the restaurant's bar.
Anyway, we had a nice pizza for an average Danish price.",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
3,Delish but busy. Expect 1 h for pizza. Eat some appies and drink wine while you wait. Nice service. Mostly locals here. Nice,toronto,"<span class=""ui_bubble_rating bubble_40""></span>",,40
4,I just visited Mother in the meat packaging district of Copenhagen. I had heard a lot of great things about this place and I have to say that I was disappointed. The pizzas are okay however the prices are insane. We had three pizzas a...More,"Frederiksberg, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20
5,As an American living in Copenhagen this is our go to pizza restuarant. It has a cool vibe to the entire area and the  pizzas are not only made with fresh ingredients but taste amazing. Make sure to make reservations because the wait line will...More,North Carolina,"<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"The meatpacking district in Copenhagen is a cool place to eat, we had looked into this place and tried to visit at the weekend but it was super busy! We returned on the Monday and it was still a 20 minute wait for a table...More","Edinburgh, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"We visited the restaurant for tale away. We were told that the waiting time was 30 minutes. It took 55 minutes!
Everything went wrong and first after 55 minutes the manager brought us the pizzas. They were, as always, good, but not good enough for...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20
8,"It's over rated restaurant. Placa is perfect, many people having fun but pizzas are fast foot tase. It's not different. Don't need to wait one hour to find a seat.......","Istanbul, Turkey","<span class=""ui_bubble_rating bubble_20""></span>",,20
9,"Was very busy on a sunny Monday evening but we got a table straight away. Pizzas were very good and fresh tasting. Drinks reasonable staff friendly, service was a bit slow but it was very busy","New Forest National Park Hampshire, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"Fantastic autentic pizza server on this place! Simple end delicious...
Fresh basil on all tables and Allso outdoor serving","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"If you want original italian pizza, you have to go there. The atmosphere is nice but also loud. We waited app. 60 Minutes for the Pizza, but we had time and it was really busy at this time. But it is absolutely worth to wait.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"Visited early on a sunny afternoon/ evening. As expected it was packed but the waiter seated us at a large table outdoors with some other people. No problem ! Great pizza, fast service despite the crowd. Highly recommended.","Brisbane, Australia","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,First time I visit this place after having heard about it several times. The number of tables outside is simply too high for the kitchen to handle all pizza orders. I waited more than an hour post order to finally get a margherita that was...More,,"<span class=""ui_bubble_rating bubble_20""></span>",,20
4,"I had a pizza in Mother.
It was very good, as you should expect in a good Italian restaurant.
They also serve other Italian food","Eastern Norway, Norway","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"To be honest. This was the only place where we could get something to eat at 23:45. But hey, that counts as a plus too, doesn’t it? Pizzas were great, even at that hour.","Eindhoven, The Netherlands","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"I had been to this restaurant once before and it was just as busy. Copenhagen is naturally expensive so this was a treat for us on our holiday. You can get drinks while you wait, and they had a band playing in the bar area....More","London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"For lunch or diner in between locals , Mother situated in the meatdistrict in Vesterbro is the right place for good honnest food . Great outdoor terras.","Antwerp, Belgium","<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"Second time at this place. They have the rigth own, but they dont know how to make a pizza. Soft, wet, and not propper baked. Toppings ok, but you can find pizza many places at higher quality and less price. The service there is not...More","Dragoer, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20
9,Mother markets itself as serving authentic Italian pizza from their wood fired stone oven and uses this as an excuse for charging upwards of twice the average price of a good 'authentic' pizza in Copenhagen. So how was the pizza? Well it was average -...More,"Hedehusene, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20
0,"Visited here with two locals who were very excited for what they thought was the best pizza in Copenhagen. It did not disappoint! The food was absolutely delicious and it tasted very fresh. Service was a bit slow, but very friendly. Prices were about 150kr...More","Edinburgh, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
1,Mother is located in the Copenhagen Meatpacking District in Norrebro an industrial looking area but has changed over the years into a exciting and trendy restaurant area. The place is quite busy and not easy to get a table without reservation.  The service was very...More,"Reykjavik, Iceland","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,"The issue with this place is its clearly become too popular for its own good and the staff are struggling to deal with it. We only waited 10 minutes to be seated, when we asked for an outside table the guy seating everyone said ""you'll...More","North Shore, New Zealand","<span class=""ui_bubble_rating bubble_30""></span>",,30
3,My Italian friend and I went for dinner at this place and loved the pizza and the ambience. The wait was quite long but we were prepared for it and were served our drinks while waiting for the food. Even my Italian friend votes it...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,"We were a group of 10 people who had booked a table and wanted to enjoy a pizza together outside in the sun. The place was packed and the atmosphere in Kødbyen was great. 
However, after having waited for our food for nearly TWO hours,...More",,"<span class=""ui_bubble_rating bubble_10""></span>",,10
5,"Was recommended by a young local.  Menu limited to primarily pizza.  Made reservations.  Place was very busy, service was extremely poor but friendly.  Pizza lacked flavor and was soggy.  Manager said that this was ""traditional Napoli pizza"".  Our table of pizza lovers from around the...More","Rochester, New York","<span class=""ui_bubble_rating bubble_20""></span>",,20
6,Had been recommended to go here and was glad I did. Great cocktails and pizza. We were also lucky to have an outdoor seat in the basking sunshine. Our waitress was a bit odd but the other staff seemed great,"Manchester, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"I had dinner at this restaurant with some friends but cannot understand why this place is so popular. The service is terrible, the waiters are not friendly at all, take a long time to deal with the orders and one of them did not even...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10
8,"This italian restaurants had shared tables and a buffet with about 12 salads, some cheeses and pizza, juices, all in for 160 kronen.
 Healthly and lovely. Pizza is ok, nothing superspecial.",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"Went there after a recommendation from a friend. We were seated immediately by a nice host. It took a bit long to get the menu, and then to order once we decided. Drinks also took their time, but once we ordered food it was delivered...More",London,"<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"We went for their Brunch which is on a weekend 11am - 3pm - unlimited brunch for 160Kr.  There was a selection of veg, cold plates, meats, cheese, pasta and their infamous pizzas.  The food was so delicious and the value was amazing.  Their home...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,We took a previous reviewer's advice and went in the late afternoon. No wait for a table. Prompt and friendly service. The pizzas were amazing. Loved it.,"Edinburgh, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"Writing this from inside the restaurant. Have currently been waiting for two hours First to get seated, then to get a menu, then to place an order. Have finally gotten our drinks but am beginning to wonder, if the waiters have to go to Itally...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10
3,We visited last night on the basis of a recommendation. We were told there was a 45 minute wait- we were seated nearly 2 hours later. 2 hours! If you are waiting you have to sit outside in the freezing cold or stand in a...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30
4,This place was recommended to us by a friend who is based in Copenhagen. The sparse set up of the restaurant is in keeping with the minimalist traditions of our Scandinavian brothers. The menu was basic yet with good options and fresh ingredients. The staff...More,,"<span class=""ui_bubble_rating bubble_50""></span>",,50
5,"40 mins wait turned into 2 hours stuffed into a tiny bar with everyone clamouring for drinks from 1 poor guy who was also serving the whole restaurants drinks, clearing all the tables and washing the glasses too!!! Finally seated- no menus for next 10...More","Barrowford, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30
6,"Chose to eat outside to beat the queue for a table. Great atmosphere, amazing pizza but a little bit cold until we managed to get some blankets!","County Durham, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"It's pizza.  Unique combinations, good ingredients.  Busy bar scene.  Good service.  It is not going to make or break your visit to Copenhagen but it is worth showing up.  We would go back.","Boston, Massachusetts","<span class=""ui_bubble_rating bubble_40""></span>",,40
8,Quite a strange place but very popular for their brunch. We had pizza in the afternoon and we will defenately go there again for the good pizza,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"Cannot complain about the wait as we were told there would be a long one but it was DEFINITELY worth it.
We had great cocktails whilst waiting in the bar area and then 2 really delicious pizzas as well as antipasti. Service was great and...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"Mother has a bit of the new york feel in Copenhagen right down to all the waiters talk english.  You don't feel like you're in Denmark when you sit down here.  The pizza is thin in the good way, and top quality ingredients.  The brunch...More","Holte, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"Overcrowded, very poor and tacky decoration, not-so-bad decent food, uncomfortable seats. Waste of time and money...","Moscow, Russia","<span class=""ui_bubble_rating bubble_20""></span>",,20
2,We stopped in after a long day sight seeing. We're early enough to be seated without a reservation but had to sit at what they call the family table!  With a bunch of others on like a picnic table. Not the greatest arrangement but it...More,"Calgary, Canada","<span class=""ui_bubble_rating bubble_30""></span>",,30
3,"We were originally told it was going to be a 15 minute wait. In truth we waited for over an hour in a small, crowded bar. Service was slow. Waited an hour to get the check. Pizza was nothing special. I can get the very...More","Chicago, Illinois","<span class=""ui_bubble_rating bubble_20""></span>",,20
4,"Called in for a late lunch. The pizza was serviceable but far from inspiring and of course it was very expensive. Didn't pick up on the ""vibe"" others refer to.","London, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30
5,"A one hour wait turned into two. No apologies, just an offer of a folded chair for our party of three. Seriously no pizza is worth that. Food was nice but tone honest not worth the wait. Do something else with your lives people.","London, United Kingdom","<span class=""ui_bubble_rating bubble_10""></span>",,10
6,"Went here on a Friday night on recommendation from a friend. A very lively vibe to the place, in fact it is so popular with locals that there was a 1 hr wait. Thankfully there was a cool bar at the back of the restaurant...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
7,At the end of a day cycling around Copenhagen we went near the place we started. Sitting outside in the sun eating some fresh cuts and drinking a great verdecho,"Noordwijk, The Netherlands","<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"Girlfriend and I ate here on a Sunday night, it was absolutely packed. We were ushered into the small bar area adjacent to the main restaurant and waited for a table. Bar was small but had a really good atmosphere, very relaxed and a great...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"Although it's a big restaurant it's clearly super popular, as when we went there was a 40min wait for a table and a queue out of the door. The pizza is totally worth it though, deliciously doughy sourdough pizza with yummy toppings. A great atmosphere...More","Bath, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"Really delicious pizza, one of the best that you can find in Copenhagen. Which, in my opinion, is pretty hard task:) It is quite pricey tho, I think around 120-150kr. per pizza. They also have an option for having Italian-style brunch during the weekends, and...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"One of the best Pizzas I've had anywhere. Very young 'trendy', buzzing atmosphere. Both the food and service were excellent, wouldn't hesitate to return.","Greater Manchester, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"We wandered around this amazing neighbourhood and could not decide where to go for lunch, because there are too many choices. 
For a great Italian lunch, this is the right address. Love the mozzarella sandwich, and the aubergines!
It feels like it's made with love....More","Amsterdam, The Netherlands","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,Had booked a table in advance for the 11am brunch serving. We were there a bit early and there were many of us waiting. There was a lack of contact from the staff as no one greeted us. We were finally shown to our table...More,"Helsinki, Finland","<span class=""ui_bubble_rating bubble_30""></span>",,30
4,"It's a lovely setting, nice and casual. We were told it was a 40 min wait in the bar. Almost 2 hours later we got our table. The pizza is really nice and we had a good time but the service is not good. Better...More","Manchester, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30
5,Mother was recommended to us from a friend but mostly we wanted to browse the meat packing district and get a sense of this up and coming area. However by the time we finished browsing we were starving and the restaurant looked packed out.  However...More,Glasgow,"<span class=""ui_bubble_rating bubble_40""></span>",,40
6,Loved this place. There's really no way to describe it except for classically good pizza in a classically danish setting. I went in for lunch and had a deliciously peaceful time.,"New York, New York, United States","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,My girl was very keen on enjoying a pizza at this place she had heard was a bit special. I like a bit of pizza so agreed to head down although we had not made a booking. When we arrived a floppy haired host told...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_20""></span>",,20
8,"What a lovely little place! Great evening with mother with my partner. Great pizza and brilliant atmosphere. A busy restaurant that is clearly very popular, all staff very friendly too. Well worth a visit :).","Crewe, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"I expected Copenhagen to be expensive and it kind of was. This restaurant offered great food and service but maybe a little more expensive than other restaurants we visited, but still a must visit! 
We got seated in a great little bar were we chilled...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
0,We knew this place was going to be busy so rang up to book a table. They said they did not take bookings (website says they do take them before 5pm and we rang at 4!). We decided to go along for 8pm. We arrived...More,"Middlesbrough, United Kingdom","<span class=""ui_bubble_rating bubble_20""></span>",,20
1,Place looked cosy but it was so incredibly loud and crowded even late at night. My pizza barely had any cheese on it and the waiter forgot about our wine for ages. The irritation just grew after the long waiting time to be seated. Book...More,"Gothenburg, Sweden","<span class=""ui_bubble_rating bubble_20""></span>",,20
2,You have to wait for a table but it's well worth it and they have a small but warm and welcoming bar to wait in. Once you get seated the service is quick and pizza is incredible! Make you're hungry for this place so you...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,Yes you have to wait but it's worth it. Pizzas are amazingly good. It's not cheap but good value. Definitely worth a visit.,London,"<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"Doesn't look much from the outside, not that fancy inside either, but lovely atmosphere and good service. 

We were on our first night in Copenhagen and wandered this way, on recommendation, hadn't booked. The restaurant was busy, with some people sitting outside, but we managed...More",Cheshire,"<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"I had intended to go to this restaurant so when we arrived to be told there was a 45 minute wait to be seated I was not perturbed. We put our names down and went for a drink elsewhere. The pizza was delicious, in fact...More","Walton-On-Thames, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,Really excellent wood-fired sourdough pizza: proper authentic Italian cooking and a lovely airy relaxed atmosphere. Easy accommodation of a toddler and my veganism. Our olives order was forgotten: a trivial omission in their friendly and attentive service. A definite recommendation.,"Kendal, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"Don't let the location put you off, despite it looking like an industrial estate, Mother is absolutely lovely! The pizza melted in my mouth, as good as any pizza I've eaten.  The ameretto sourz were also very very good! 

Advise booking a reservation!",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"Dreadful don't bother. Booked table and still made us wait ages. Ordered porcini mushrooms, served us button ones -?tinned! Ordered gnocchi with duck ragot... Tried to deserve us spaghetti with the say it was gnocchi . When we said that is not gnocchi the waitress...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10
9,"This place makes amazing sourdough pizza, delicious dough. It is very popular with locals and tourists so get there early or make sure you have a reservation. Highly recommended.","Canberra, Australia","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"Initially was very excited to eat at mother. After waiting for 1.5 hours when promised seats in 30 minutes, we sat down with no menus and they were out of the food we wanted. Thoroughly disappointed.","Boston, Massachusetts","<span class=""ui_bubble_rating bubble_10""></span>",,10
1,"My daughter, who is studying in this charming city enjoyed her birthday here with a large group of friends and thought it was fantastic!
She recommended that I also enjoy the beautiful pizzas here. I came solo and there was a queue so booking is...More","Brisbane, Australia","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,"We heard really good things about ""Mother"" and during our trip we noticed how popular it was as there was always lots of people waiting. 
We decided to go, and were told it would be a 20 minute wait. They put you in a very...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_10""></span>",,10
3,"The Restaurant is not looking that great on the outside, or the inside, but the food is really nice. Very crowded and popular....","Huai Yang, Thailand","<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"Was surprised to see how busy it was but only had to wait 10mins for a table, our order was taken quickly from a rather abrupt waitress and he food didn't take long at all! The food was all lovely with the exception that my...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Best meal in a LONG time! The calzone with ricotta and Nutella will go down in history as my favourite dessert. My friend literally scratched the Nutella bits off all of our plates. 
Pizzas (including delicious, delirious-inducing calzones) had marvelous crusts. Ones that will haunt...More","Melbourne, Australia","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,This was very busy but worth he wait and there is a bar area to have a drink while you wait. Solid all round,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"Our Children are lactose intolerant so i asked for the pizza which had anchovies and olives to cone with cheese only on half (as I was going to share with them), this pizza was listed as 75dk. ""No they won't do that (pointing to the...More","Weymouth, United Kingdom","<span class=""ui_bubble_rating bubble_10""></span>",,10
8,"We went here after reading the great reviews on tripadvisor and instagram, it does live up to expectations. Its set in the trendy and lively area of the meat packing district in Copenhagen and is very popular. We headed to the restaruant around 8.15 with...More","Leeds, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,Great pizza. Had the prosciutto one and wasn't disappointed. Pinot noir wine was great too. My friend didn't really like it but that was because her taste in pizza is American and this style of pizza is authentic Italian pizza. We were seated quickly however...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"I visited this restaurant with my husband after reading all the positive reviews but was thoroughly disappointed with the pizza.
We arrived at the restaurant at around 21:30 and were told that we would have to wait 30 min for the table, which we decided...More",Stockholm,"<span class=""ui_bubble_rating bubble_20""></span>",,20
1,"We read that this restaurant did  an all you can eat brunch buffet for ~€20 on Sunday. As we had one or two drinks the night before, we thought it would be an ideal place to go shake off the previous nights indulgence. 

We got...More","Galway, Ireland","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,"We were advised to go to Mother early evening and I'm pleased we did. This place gets so busy, which makes for a great atmosphere but I wouldn't want to work there. Staff are rushed off their feet and it seems the head waiter is...More","Beckenham, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"Recommended by a friend with great taste in restaurants, so we wasted no time in heading straight there on our first night in Copenhagen. Packed, but we got a space at the bar & waited about 30 mins for a table, but it flew by...More","Edinburgh, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,We had to wait 30mins for a table but that's exactly what was expected so no issues there. It was quite nice to have a drink in the bar first. We ordered antipasto which was nice enough bit then had to wait 1 hour 10...More,"Swindon, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30
5,"Overall good experience but bothered by the host tactics: a 15 minutes waiting time that turned into 65. We also noticed how he firmly and sistematically 'suggested' most people coming in and having to wait, that, they would be picked up at the bar. This...More","Harstad, Troms, Norway","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"Went to Mother for their all you can eat brunch on a Saturday morning, for 160DK.  Food was incredibly fresh and tasty.  

Cold drinks and juices included, pizzas, pastries, fruit, yoghurts and a whole host of Italian salads.",London,"<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"On arrival we were advised a table would be 30mins to then be directed to the bar, which was packed full. 1hr 10 mins later we were taken to a table and the pizza was ok. Lacked toppings and was over priced. Wouldn't recommend!","Aberdeen, United Kingdom","<span class=""ui_bubble_rating bubble_20""></span>",,20
8,"My friend and I decided to try to dine in the Meat Packing district during Spring Break. We were unsure of what to eat, so we just stepped inside. The waiting time was 30 minutes, and the Maitre D' claimed to serve the best pizzas...More","Valencia, Venezuela","<span class=""ui_bubble_rating bubble_30""></span>",,30
9,"Didn't book a table, They said we had to wait 20-30 min. After 50min we got a table, waited 15min more to get the menues. Pizza was ordinary. Service was stressed but slow. Noisy place.","Oslo, Norway","<span class=""ui_bubble_rating bubble_20""></span>",,20
0,"We loved it, good service, good food and good prices. The pizza was really good and he had a really nice time. The waiters are very kind.",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
1,I visited Mother with friends after being given a recommendation that it's one of the must eat at places in Copenhagen and although the food was ok it's nothing that warrants raving about. The communal dining wasn't an appealing aspect to me either.,"Oxford, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30
2,"I came here because of the reputation of the place, but I was very disappointed. First, when we arrived, we were told that we had to wait for 30 minutes at the bar. This wouldn't have been a problem if we had not finally waited...More","Paris, France","<span class=""ui_bubble_rating bubble_20""></span>",,20
3,"I visited this restaurant for dinner as a last minute option, there was a 45 minute wait for food but it was so worth it. The sour dough pizza is amazing and there a lot of really great pizza options. The only issue I had...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
4,Whilst on a winter break to Copenhagen we came across this restaurant on TripAdvisor. I was not disappointed and visited twice. Prepare to queue as it is a very busy establishment. The pizzas were large and very tasty. Great atmosphere and prices were reasonable by...More,"South Milford, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
5,"Good atmosphere. Very busy - we had to wait 30 mins for a table, but this is a good sign. Pizzas all have a sourdough pizza, which is different!  Good selection.  Mother classic beer also goes down well.",London,"<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"Friends had recommended mother to us before we arrived in Copenhagen. We tried to book but was full, advised to come anyway and they'd find us a table. Maitre'd said about 40 mins so we went for a drink at nearby Warpig. We waited in...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
7,Very expensive and also low value for money. Boring pizza with very little topping. Service not very serviceminded.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20
8,"Always nice pizzas. Quick and fast. This time the service wasn't as good as usual, but it's still worth a visit. Enjoy!","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"I've been to lunch and dinner at Mother several times, but had my first brunch there yesterday. Brunch was a zoo--there was a long line to be seated and having a reservation didn't make a difference. At one point they ran out of clean plates,...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,Shared a great pizza here for lunch with my husband shortly after arriving in Copenhagen. Recommend!,,"<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"I will certainly have to wait at the bar a bit before having a table but it is worth it. Pizzas are great and so fresh ! I had the Gorgonzola and it tasted really good. The staff is cool, especially at the bar where...More","Izamal, Mexico","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,This is a busy restaurant in an up and comng area of Copenhagen. It sells mostly sourdough pizzas. We booked a table which was necessary as there was a large queue. The pizzas were very good the service good and was generally very good.,"Fife, Scotland","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"Had really high hopes for this place.  Looks great inside and out but the waiting list was long.  To be fair, we were warned that the wait could be 1 hour (it was just over) but we thought it would be worth it......it definitely wasn't....More",,"<span class=""ui_bubble_rating bubble_10""></span>",,10
4,"Friends recommended Mother for its pizza, but all four of us thought the pizza was quite average.  Definately not bad, but not the best we've had. But the bruschettas were delicious as was the wine. Chardonnay is my least favourite white, but this one was...More","Helsinki, Finland","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,Went here a saturday at brunchtime. We had pizza Which they are known for. Great food at great price. The place is located in the famous 'Kødbyen' and packed in the evenings. Reservation is a must. Will be back;),"Oslo, Norway","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,Nice place with delicious pizzas! Staff were friendly and we got our pizzas fast even it was very full the place!,,"<span class=""ui_bubble_rating bubble_50""></span>",,50
7,Mother is one of the best pizza  in Copenhagen. Their strength is that they produce their own cheese. Service is pretty good and average price for an Italian pizzeria in CPH. Their tiramisù is delicious!! 2 pizza and one tiramisu around 48€.,"Milan, Italy","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,Good  pizza but not as cheap as it advertises.  The board outside says 'pizza from 75kr' however that was only  the most basic Marinara - most pizza were priced at around 135 to 155 krona if I remember rightly. Having said that they were very...More,London,"<span class=""ui_bubble_rating bubble_30""></span>",,30
9,The restaurant is nice with a big open kitchen and an wood pizza owen - very nice. The pizza was good but expensive.,,"<span class=""ui_bubble_rating bubble_30""></span>",,30
0,"I cannot get enough of this place! The burrata appetizer accompanied with sun-dried tomatoes is a perfect way to start your meal. I've tried most of the pizzas, and find them to be exactly what I was looking for— a crispy crust with unique flavors....More","Den Bosch, The Netherlands","<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"We visited Mother on a Friday night - super busy but we put our name down for a table and came back an hour later. Still busy, but it wasn't too long before we got our seat and ordered - and the pizzas then came...More","Huddersfield, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"Really good pizza and pretty cheap for Copenhagen!
Come earlier then you'd like to eat as you have to wait a while for a table at dinner.",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"It seems a number of places in Copenhagen don't open on Sunday's. We did a quick Google search and found that most places in the Meat Packing District were open so decided to go to Mother. 

It was busy. They seemed to have a brunch...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"Gorgeous Pizza, very traditional Italian style. I'd recommend the pizza I had. 'David says it's even better'. Spicy broccoli on sourdough crust with soft salami and morezerella. An unusual but beautiful combination.

Staff were all friendly, fast service and a cosy atmosphere.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
5,Does take a while to get seated because it's so popular although if you're willing to wait in the bar it's fine. Staff were very friendly and the pizza is great,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"very good, thin crust pizzas, good selection of other italian dishes. the atmosphere is very relaxed, the restaurant is busy and always buzzying. great for groups of friends before going out further in the meatpacking district","Lisbon, Portugal","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"Really great made-to-order pizza in the hip Meatpacking District. Lovely wines, too. It's always very crowded, though, and finding a table is a bit of a nightmare.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
8,We found this place in the very trendy meat-packing district. It was a really busy Friday night but they managed to squeeze us in and were so friendly and helpful despite being rammed. The pizzas are all made right in front of you to order...More,"Glasgow, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"We were recommended this restaurant as the best pizza in Copenhagen by a friend who lives locally, and it didn't disappoint.  The restaurant is in the trendy old warehouse 'meatpacking' buildings, and was very busy and buzzy with locals. Overall really good pizza and great...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,We visited mother based on a recommendation from a friend. Arrived in the meat packing district and there weren't many people around but when the restaurant opened it became packed and we were lucky to get a table having not booked. Restaurant is very rustic...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"Pleasant atmosphere and friendly staff. The food is good, but no huge choice as they serve only four or five different Pizzas and everybody awaits the hot pizzas, as all other plates are cold. Last but not least the corridor between the tables could be...More","Basel, Switzerland","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,"Excellent brunch, a big selection and all tasted amazing, good options for vegetarians.  A little expensive but and expensive city",Krabi,"<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"We went for a walk around the meat-packing district as recommended by many, and then had a tough choice as where to eat.  We chose Mother as it was the busiest (it was mid-afternoon) so we stopped for a pizza and a few drinks.

Very...More","Beverley, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,We visited here during a weekend in Copenhagen. When we arrived it was very  busy and we were told the wait would be an hour by a surly waiter with a clipboard under his arm. This was no problem as we were happy to wait....More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_20""></span>",,20
