,name,location,bubble,dollars,rating
7,"The restaurant is the district of fish market and I did not expect to find such a cozy place.

We ate steamed blue mussels in cider, a choice of oysters and cheese plate and Frankly speaking I regretfully find the last day of our trip....More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"I'm sure this place is getting ""found"" more and more, but the two Danish guys next to me at the bar wondered how an obviously non-local like me decided to come in (hotel recommendation).
It was a great recommendation as this is a great place...More","Manchester, Michigan","<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"We came here because of great reviews and we were so glad we did! It was easy to make an online reservation (in Danish, but with a phrasebook we could decipher what we needed to do); the staff was very welcoming, and the food was...More","San Francisco, California","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"Let me start with the bad things - the portions are not too generous. 
The food is so good, you want more! We had starter, 3 main courses and desert - with no exception everything was great.
The service is great - friendly and happy...More",Sofia,"<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"We were lucky to snag a last table outside, even though it was chilly and rainy, on a Sunday night - this was THE place to be!!  Sitting outside in awful weather was worth it for the food alone -soooo good!!  My husband and I...More","Raleigh, North Carolina","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"The problem with seafood for me is this: having tasted some of the best and fresh seafood, it becomes difficult to meet expectations and we have been disappointed over and over again when we go to supposedly one of the best seafood restaurants in the...More",,"<span class=""ui_bubble_rating bubble_20""></span>",,20
3,"This place is fantastic, but only eat here if you are willing to order a wide variety of what they have to offer.  If you just want fish and chips, don't waste their tables, because a lot of people want to eat here.  

We had...More","Atlanta, Georgia","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,"Fantastic if limited fish menu - i f you like oysters and fish, t=you are in for a treat.  Best to try and book in advance although they will try and fit you in.  Seating outside available but will get a bit cold eventually in...More","Woking, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Dinner, each of us had 8 oysters in their sampling menu, main, drink and a dessert. The bill came up to 2,100krones. The oysters sampling was great, tasted really fresh. There was two types of fish in the mains. The dish was excellent. Generally I...More","Singapore, Singapore","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"We started with trout and mackerel apps – trout excellent, mackerel very good.  Lady had the hake dish, which was a good portion with a really nice side of grilled lettuce, potatoes, and a tasty green sauce.  We started with mussels – which were plentiful...More","Lebanon, New Jersey","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"The BEST fish and chips EVER and I'm from Seattle.  The fish was fresh tasting, the breading had a great smoky flavor and was just the right thickness.  The chips were outstanding.  Also had a gin and tonic with a local gin (Copenhagen Orange)--well with...More","Seattle, Washington","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"The meat-packing district proper is quite small, just a series of industrial warehouses that have been converted to trendy restaurants and bars. The place was busy, but we were lucky enough to get a table on the spot. Reservations might be a good idea.

Trendy,...More","Alexandria, Virginia","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"In scruffy, trendy Vestboro area.  Good sea food.  Pretty small portions. Big bar. 

Mussels in cider were excellent, as were scallops and roe.  Interesting green potatoes. 

Good selection of 4 cheeses with lovely crispbread.","Weybridge, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"Terrible service at this restaurant, despite booking a table in advance we were left at the reception point for over five minutes while a number of wait staff wandered around looking bored in the near empty restaurant. We approached one of the till staff who...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_10""></span>",,10
1,"After a (long)walking distance fromTivoli Hotel, we arrived in an old food market renovated with restaurants and bars. The place is animated, busy, and with no reservation, we have been placed in front of the empty aquarium. Not so bad place.
Gillardeau Oysters from France...More","Lyon, France","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"Definitely a must for anyone visiting Copenhagen! I went with friends for dinner, and everyone had said how amazing the food was. We weren't disappointed. Its a fish restaurant specialising in   small/medium and large plates, so absolutely perfect if you want to share and try...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,Great atmosphere and ok service. Passed by the restaurant a couple of years back without getting a table and was really looking forward to this visit. Food was below expected standards considering other reviews and price. We ordered two mains: the moules mariniere was fine...More,"Stockholm, Sweden","<span class=""ui_bubble_rating bubble_30""></span>",,30
4,"Went for dinner with friends. Great area and good atmosphere. Good food, although pricey it seems worth it. Service a bit inattentive and slow.","Kuala Lumpur, Malaysia","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"It is all about fish.
Fresh oysters and seafood.
We had a tasting plate with two glasses of wine. I loved the rough design. If you are around do nit miss","Tel Aviv, Israel","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"My daughter and I enjoyed a late dinner here, sitting outside at long wooden tables. The food choices were interesting although a bit bland. The portions were quite small and after a main course, cheese plate and dessert, I'll admit I was still hungry and...More",New Jersey,"<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"After our first day of being a tourist in Copenhagen, we decided to treat ourselves to a nice meal. So, we went to Michelin recommended restaurant Kodbyers Fiskebar.

We did not have reservations though we did try earlier in the day when the restaurant was...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"Ate here with a few friends of mine in summer 2016, we were here the day after we ate at Noma, so the expectation level was quite high and we were spoiled. Nevertheless, we really enjoyed our dinner at a more wallet-friendly level. We found...More","Stockholm, Sweden","<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"Nice fish-restaurant in the Meatpacking district. This ex-industrial area is full of modern restaurants and bars, very nice and animated.
The restaurant is focused on fish, in particular oysters and raw food. It has also a list of small plates and two bigger course of...More","Milan, Italy","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"I have had many dinners at Fiskebaren and I really like the place. They make a good fish and chips, got great Oysters and always nice staff. But - they have had almost the same menu on and off for 10 years, and for some...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
1,"We didn’t decide to seek a fish restaurant until an hour or so before dinner, and were unable to get reservations. However, the restaurant said that they might have some space, so we went for it. Sure enough, all of the tables inside the restaurant...More",California,"<span class=""ui_bubble_rating bubble_40""></span>",,40
2,"Although I've hear about it for a long time, this was my first time at the Meatpackers district. Kodbyens Fiskebar was a great place to start. A beautiful sunny September earlyevening and the place was buzzing! A great atmosphere, a fabulous range of raw fish...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"We ordered three starters that were so good I could have cried! The scallops, char tartare and squid were delicate, balanced, original and exquisite. We were already thinking that this would be our best meal of the trip. 

Then came the main course of hake...More","Canton of Geneva, Switzerland","<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"We walked in on a Friday night, and the waitress very kindly gave us two seats at the bar in front of a large fish tank (slightly disappointing that there weren't that many fish in there though). It's on the expensive side, but the food...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
5,"This restaurant is situated in the former meatpacking district of Copenhagen, now a very cool and up-and-coming place to eat - think Shoreditch if in London.  It is unprepossessing from the outside and we approached it by taxi on a dreary, rainy night. When you're...More","Beckenham, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"So good. Just go. Often tables free at the bar . Staff we're awesome too, very good with explaining the menu and recommendations etc.",Perrth,"<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"This restaurant had excellent food and overall was a pleasant dining experience. Beware, we thought we had made a reservation, but in fact, we basically was just added to the waitlist. Due to this, we ended up having to sit at the bar for dinner....More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,We booked for dinner and still had to wait a little bit to get a table. The staff at the front door were VERY rude. The table staff were much nicer and arranged for food without my allergies (egg & dairy). The food was great...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"Really amazing cooking in the heart of the vibrant meat packing district 

Best restaurant meal I've had in a while!","Helsinki, Finland","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"This is a nice, not-fancy, seafood restaurant in the downtown restaurant area of Copenhagen.  The highlight of our meal was the shared large steamed mussels in a creamy apple-cider broth.  We followed it with two of their mid-size mains.  Both were very good, the white...More","Raleigh, North Carolina","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"We had planned to make a booking for this Copenhagen landmark eatery, but instead just happened upon it around lunchtime on a wet Sunday afternoon and managed to secure a table while casually walking by.

The menu is arranged neatly into three sections - oysters,...More","Beechworth, Australia","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,This restaurant is in the meat packers district of Copenhagen it is a busy area with many restaurants around and also street food. We chose this place as it has good reviews.. It did not disappoint. We had not booked but within 30 mins we...More,"England, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,"Amazing restaurant recommended by a friend. My husband and I were lucky to get a table without booking - this is a really cool place to eat. Lots of amazing choices on the menu and fantastic service. We ate at geranium the next night, and...More","Twickenham, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,"Service was ok, but very disappointed with the quality of food. The mussels were cold and not fresh. The fish and chips was tasteless...1 small piece of fish and about 15 chips. Heading to the bar for something else.",,"<span class=""ui_bubble_rating bubble_20""></span>",,20
5,"If you have GPS on your phone, use it to find this place as relying on a printed map will only provide frustrating results.  Another excellent recommendation from the front desk staff at First Hotel Mayfair, it only took us three tries to finally locate...More","New York City, New York","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"We had an amazing dinner, the kindest service and a great experience! Fish & Seafood lovers, go there !We recommend the place!","Antwerp, Belgium","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"This place is good. Monday night and it was packed. A good sign when other places we checked out were not. In a good location - the Meatpacking district that has other good looking places to eat. So a good vibe, the wait staff were...More","Melbourne, Australia","<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"We had fantastic food and really great service. The whole area is full of interesting restaurants (we also had a good meal at Mother pizza) and has a good atmosphere.

We arrived late for our booking, as the kitchen was closing after lunch - but...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"The restaurant is located in an old meatpacking. The quality of the food and its creativity are amazing. Lot of taste in your mouth. Service is friendly, caring and efficient. Cherry on the cake we had the opportunity to visit the kitchen, great experience. I...More","Paris, France","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"Fiskebar is located in Meatpacking district, where lots of restaurants and bars compose a lively scenery. Decor is simple but impressive. The room is an old industrial space with a large bar dominating in the center. Food - mainly sea food and fish - is...More","Nicosia, Cyprus","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,We turned up  (5 of us) without booking and they managed to squeeze us in outside under the awning with overhead heating. I must say from the start the service was fabulous - we had a lovely waitress who was helpful and chatty and couldn't...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"The highlight was trout tartare to start. Things were downhill from there. Fried hake was ok but plain and average. The vegetables with the hake were steamed and rather flavorless. Mussels were average too. Service was good and courteous. Desert was nice, but overall the...More",,"<span class=""ui_bubble_rating bubble_30""></span>",,30
3,"Very cool atmosphere at the fiskebar, particularly with the fish tank in the middle! Both times I've gone I've really enjoyed the oysters.","Helsinki, Finland","<span class=""ui_bubble_rating bubble_40""></span>",,40
4,This place is a gem. The chef really knows his stuff. The ambiance is great. We had someone with a clam and shellfish allergy with us and the dishes we ordered were adjusted accordingly. The desserts were magic! I can highly recommend this place.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
5,"We had the seven courses chef's choice menu.  Wonderful food!  The surroundings and atmosphere may not be to everyone's taste; casual industrial chic.  The service was good.  The taste menu took some time to be served, so allow for enough time when going for dinner.",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"The restaurant is located whith different others in an old indusrtrial area. which gives a specail flair. The places inside are limited, so reservation may garante are seat or you try.
Nevertheless, don't get in and take place, as nearly or restaurant, wait until the...More","Tetange, Luxembourg","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"We arrived about 18.30 and found two places at the bar stools.
Was an enjoyable experience and the fish was fresh and good.
Like all of Copenhagen it was expensive but such is life in Copenhagen.","Venice, Italy","<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"Excellent fish restaurant, with passionate crew in hip meatpackers district. But it's crowded and noisy, if that's  not an issue i can recommend this place for sure. Wine could be better.","Hilversum, The Netherlands","<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"Went there for dinner with the family. Very good food on a casual and hip setting in the old meat packing district, there were people dressed ""business casual "" and people in shorts and sandals (more of the latter in our mid summer visit). We...More","Vancouver, Canada","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"We went to Fiskebar on a Saturday night (reservations definitely required).  The food was terrific from the tuna Tatar, the scallops and the fish and chips.  We (three of us) ordered 5 smaller plates and shared and were very full at the end.  The restaurant...More","Naperville, Illinois","<span class=""ui_bubble_rating bubble_40""></span>",,40
1,We went to Kodbyens Fiskebar on our first night in Copenhagen and found it in the lively meat packing area.  Lots of people were sitting outside but it was quiet inside at first.  After a little while the place filled up and you could see...More,"Long Island City, New York","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,My wife and I booked this place on recommendation of some friends. The outside seating area was packed with mostly young people enjoying the sun. I had the green salad to start - lovely fresh greens with a very delicate vinaigrette. My wife had the...More,"Calgary, Canada","<span class=""ui_bubble_rating bubble_30""></span>",,30
3,"Let's put it this way - you are in Copenhagen and want to eat fish in a funky and young place, then you'll be happy here.

If, on the contrary, you are looking for a fish restaurant of an International level, then this is most...More",,"<span class=""ui_bubble_rating bubble_30""></span>",,30
4,This restaurant is simply the best place ever in København to eat some fresh fish. The neighbourhood is quite hype there and it is brilliant! The waiters are very kind and offer you a little tour in the kitchen if you are on the latest...More,"Villeurbanne, France","<span class=""ui_bubble_rating bubble_50""></span>",,50
5,"Who knew finding a place for a simple meal in the Flasketorvet area of Copenhagen (a short walk over the railway track from the Tivoli Hotel and Congress Centre) without a reservation on a summer week night would be so difficult?  Starving by 8 pm,...More","British Columbia, Canada","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,A friend recommended  that we visit here for dinner. A short taxi ride from our hotel to the meat packing area showed a trendy and lively restaurant. We hadn't booked as thought maybe on a Sunday we wouldn't need to. How wrong were we! The...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"This is now one of the better-known restaurants in Copenhagen, so reservations are a must.  It mostly lived up to its reputation for us.  It's located in the newly fashionable Kodbyens ""Meatpacking District"", with plenty of commercial/wholesale vibe still intact, so it's a bit of...More","Cambridge, MA","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"Arrived with no booking but met by charming host who could not have been more obliging, who gave us a table. Very busy restaurant with small tables. Slightly hip cool scruffy feel. Our experienced was marred by the very poor service given to us by...More",Nanyuki,"<span class=""ui_bubble_rating bubble_30""></span>",,30
9,"We ate at the bar in this busy restaurant popular with the local ""in-crowd"".  The presentation, ingredients and creativity of the dishes was superb - but the portions were a bit on the small side.  The grungy decor with broken wall tiles and uncovered beams...More","Singapore River, Singapore","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"This was my second visit to Kodbyens Fiskebar, and it was just as good as the first. If you want fresh, delicious fish and you are for experimenting and discovering new flavours - this is the place. If fish is your main source of protein...More",Sofia,"<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"Randomly found spot and straight away we liked it so much. Staff is super friendly from host to waitress.drinks are cold and seafood is delicious! And oyster were so yummy even it was ""milky"" season as my hubby said ))) and the sauce for it...More","Dubai, United Arab Emirates","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"This is a very informal restaurant with a nice atmosphere and a pleasant staff.
My wife and I shared 4 plates of fish and seafood and two plates of dessert. We had trout tartar, brown crab, scallops, strawberries and licorice. Every dish was surprisingly tasty....More",Oslo,"<span class=""ui_bubble_rating bubble_50""></span>",,50
3,This place has a very relaxed atmosphere and some excellent no nonsence seafood . I had the mussels which where amazing :),"Humlebaek, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,"This was one of the best restaurants I've even been to. Usually, I don't like halibut, but this place made it taste awesome!","Boston, Massachusetts","<span class=""ui_bubble_rating bubble_50""></span>",,50
5,"We went on a Monday evening.  The restaurant was busy -- and we were seated amongst a number of other tourists.  The food was, for the most part great, albeit the explanations of the menu detracted from the experience.  My spouse had pretty iffy fish...More","Vancouver, Canada","<span class=""ui_bubble_rating bubble_30""></span>",,30
6,"This place is very trendy and at first my husband was complaining that he thought it might be a case of style over substance ! However when he ate his delicious mussels he stopped complaining ! 
I had a tasty crab starter that was well...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"This is the 3rd time I came within 8 months. As a foreigner, I think can b treat as often already. 
Last 2 times I came with only me and my husband. Services are excellent. However this time I came with my family, which some...More","Hong Kong, China","<span class=""ui_bubble_rating bubble_20""></span>",,20
8,"The food in this town is incredible... but our favorite was Fiskebar.  Everything was delicious... and unique: the deserts to die for.  The service was exemplary and a personal tour of the kitchen made it the finest dining experience anywhere, anytime.  A MUST when visiting...More",Coconut Grove,"<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"In a minimalist setting the restaurant serves really delicious seafood located in the Meatpacking district.  It is all about the FISH which is very fresh and expertly
prepared with flavorful seasonings and accompaniments.  Even the bread was
delicious.  I highly recommend to foodies from around...More","Atlanta, Georgia","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"Had high hopes. A lot of the musseks were bad and had to throw away like 15 percent. Staff was kind of rude as well. Nope, not going back!","Gothenburg, Sweden","<span class=""ui_bubble_rating bubble_20""></span>",,20
1,"We visited the restaurant our first night in Copenhagen after a long flight. For sure I regret I didn't stay home to sleep , to rest for  the next days in the city, and I visited this restaurant. The fish were horrible, no taste, no...More","Athens, Greece","<span class=""ui_bubble_rating bubble_20""></span>",,20
2,This was the best meal we had during our visit to Copenhagen. The seafood is fresh and the presentation is beautiful! Make time to check out the neighborhood when you go.,"Seattle, Washington","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,Went here on recommendation. Cool place in the meat district. Had well executed (but expensive!) drinks for aperitif. Scallops were fantastic! Mussels and oysters very fresh. Fish and chips a bit plain. Service was friendly but not as polished as you might expect considering the...More,"Gothenburg, Sweden","<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"We stumbled upon this very busy restaurant located in the Kodbyens (meat packing) area of the city that has become a foodie magnet with numerous places to eat in a very casual warehouse setting. Not being able to get in, we made a reservation for...More","Miami, Florida","<span class=""ui_bubble_rating bubble_50""></span>",,50
5,"Overall worth a visit: cool surroundings, quite tasty dishes and very friendly and attentive personnel - although be prepared that at least on Sat night you won't be able to talk with your companion on the other side of the table. So great for pre-party...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30
6,"Didn't try the food but the atmosphere and the drinks are great!
We tried many different drinks and the all have a very high standard",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"This was such a fun place to visit on a Saturday night. I sat at the bar and loved the industrial, raw feel. Staff were friendly and chatty as were the other customers - there was a really good relaxed vibe. My fish dish was...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
8,I had read about the old meatpacking district and the restaurants here and we took a lovely walk into Vesterbro to go to Kodbyens.  It was a a warml Tuesday evening and the place was busy.  We hadn't made a reservation but managed to get...More,"Dunfermline, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,Amazing dishes i went there with a friend tried the entire menu and couldnt find something that we didnt enjoy. The oysters especially were world class if you are in the area and dont mind spending some good money on food you have to visit...More,"Αθήνα, Ελλάδα","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"The most delicious fish restaurant I have ever been to. Everything fresh, beautifully served, staff very attendant and smiley. 
By the look of the plates one might assume it's a super high end restaurant where you need to wear a suit but the atmosphere is...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"Great place to eat set in the old meat packing area of Copenhagen. Fine dining in an industrial building is all the rage.

Bustling atmosphere and very busy when we visited. Only 2 bar places to eat available so if you want to sit outside...More","Norwich, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,Two people recommended this place to us. Everything we tried was fresh and delicious. They are a sustainable restaurant and only offer food and ingredients that are local and in season. They have great original cocktails. We loved that it was hip and relaxed. Very...More,"Santa Monica, CA","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,This restaurant is just fantastic. We came without a booking and the food and cocktails were all delicious. Really sharp cooking and the most brilliant fish dishes. One of our top meals in Denmark and we ate so well the whole trip. Go there!!!,"Bath, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,Went with my wife mid week. Was very busy but they found us a table by the aquarium ( which only had 5 fish in it). Anyway I had the cod and she had the hake. Was served up quickly and was lovely. Had the...More,"Manchester, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Dishes wonderfully presented with lots of interesting flavors, like tiny food landscapes. Service relaxed, very attentive and friendly. The quality has its price though but is not too shocking for Copenhagen.","Dijon, France","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"We spend a fantastic Sunday evening at Kodbyens Fiskebar after reading about them in a recent Vogue article. While the restaurant appears to be on the more casual side, the food is that of a 5 star restaurant. The halibut dish was an absolute highlight...More","Richmond, Virginia","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"My partner and I came here to have a wedding breakfast with her son and his partner. When we first arrived we were a little uncertain, the restaurant is decorated in what I would call a “designer shabby” style. This grows on you quickly as...More","Dublin, Ireland","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,A lot of people had recommended us to go here and it was a very nice place with very friendly staff. The dishes are quite small. We asked the waiter to recommend us a bottle wine to go with our fish dishes and of course...More,"Amsterdam, Nederland","<span class=""ui_bubble_rating bubble_30""></span>",,30
9,"Had a lovely experience here.
Good food!
A nice surprise was a tour in the kitchen.
Great service and good money value rate","Antwerp, Belgium","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"Excellent and well prepared seafood. We had the green salad, simple but good. Then for a main entree had the grilled scallops which were very good. We also had the vegetarian plate for our veggies and also very well done. You can eat alfresco but...More","Saint Paul, Minnesota","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,We were recommended by our hotel and we weren't disappointed.  This place is packed but they found us a cosy spot at the bar where we could watch the kitchen at work.  These guys are so busy but they were so friendly and helpful. I...More,London,"<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"Recommended by the hotel this restaurant was only a short walk but off the main tourist track, in a newly 'cool' neighbourhood. So it recommended by our hotel this restaurant was just a short walk but off the main tourist track. The delicious food was...More",france,"<span class=""ui_bubble_rating bubble_50""></span>",,50
3,Reserved a table here and had the tasting menu. It was outstanding. Every course we had was sensational in both taste and appearance. It was a real birthday treat and worth every penny spent.,"Guildford, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,"We didn't have a reservation, but were able to share an outside table. Nice wine list focused on white varietals from around the globe. The fish and chips was tasty and unusual, in that the fish was smoked. The Savoy cabbage was interesting, but appetizer...More","Tiburon, California","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"One of our best fish resturant ever...!
perfect food, ambiance and service.
We had a lot of fun, with the waiters and other clients.
One has to be there once!","Bern, Switzerland","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,Great restaurant with excellent ambience and food. Service was amazing and friendly. Fish is the best and also the dessert is delicious. At the end they invited us to do a kitchen tour that was also fun and enlightening.,"Weston, Florida","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"If you like tourist traps, this is not for you. Off the beaten track in the old meat-packing district, this restaurant sits alongside others of a similar nature, passionate about food, buzzing with atmosphere, making great use of old industrial buildings. Staff speak excellent English...More","Hartwell, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"Visited on a Friday night. A line-up but moved fast. You can readily access the bar if no reservation but there's a two step process..front side of bar for oysters and drinks, then to the other side for food. The Oysters were fresh (Papillon –...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"Kodbyens is a young, casual fish restaurant that surprises you. While hip and minimalistic the food is tasty and original. A large variety of oysters are available but the menu is small and to the point.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"We had read this was one of the trending restaurants in Copenhagen, so gave it a try. No booking, and unsurprising given the place's reputation it was busy. So we were sat at a bench outside, sharing with another couple, and next to a large...More","New South Wales, Australia","<span class=""ui_bubble_rating bubble_30""></span>",,30
1,"We wanted a simple but good seafood dinner, and that's what we found.  This restaurant was recommended at our hotel and well worth the walk for dinner. No reservations and we were told that they ""needed the table"" at 9:00 (leaving us 2 hours to...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"Kodbyens Fiskebar is located in what seems to be an industrial estate a former meat packing area but now has been transformed into an area of restaurants.  Seating is both inside and outside.

We had booked at 8.30 for dinner, a wise decision because it...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,"we were 5 person at that restaurant.Frieds were burned, fish was  very small ,prices are unbeliveable high.","Istanbul, Turkey","<span class=""ui_bubble_rating bubble_30""></span>",,30
4,"This restaurant was highly recommended to us by Noma - one of Copenhagen's best restaurants, also rated amongst the best in the world.

As Noma was fully booked for weeks, they themselves kindly recommended the Fiskebar.

We went on a Saturday night for dinner.

WHAT...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
5,An excellent meal. The place was packed on a Sunday night but we were found a place at the bar.  Service was friendly and efficient and the waiters very informative about the food.  Not really any more expensive than other places we've eaten in Copenhagen....More,"Amsterdam, The Netherlands","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"Very fresh seafood, just out of the sea. 
We took oysters from Bretagne - heaven.
Mussels with herbs and cider - same.
Cod and heck. Meat was juicy and flavourful, but potatoes a bit undercooked. I was explained that it is the way how they...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"Fresh products with amplified tastes. Splendid plates and friendly service. Good French oysters.
Very busy restaurant in industrial setting with parking spots in front of restaurant.","Brussels, Belgium","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"I went there with a friend group and managed to get an outside table. There were a lot of people coming there. we ate oysters , oven cooked cod and fish&chips. Drinks we ordered came approximately half an hour later ' then came oysters ....More","Ankara, Turkey","<span class=""ui_bubble_rating bubble_20""></span>",,20
9,Good fresh seafood including fresh shelled oysters. Hake was excellent. Fun garnishes. Hubby had fish and chips but nothing special about them. Chocolate dessert was fantastic. Great service. Fun atmosphere. Interesting location in the midst of an old pier full of restaurants.,"Kirkland, Washington","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"We (two) had oysters and three raw-fish appetizers, plus fish&chips. Everything was very fresh and inventively prepared. All very tasty, delicious, in fact.
Wine by the glass (chosen by ourselves) was good and paired very well with the food.
The licorice dessert was a masterpiece.","Bern, Switzerland","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"This is one of my favorite places in copenhagen to dine. The oysters are good and served with their own homemade vinaigrette. 
The food is very well prepared, I have yet been served an overdone fish. 
If you love seafood, I can warmly recommend this...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"Yes its a bit pricey but so worth it (just skimp on lunch)
All waiters show a detailed knowledge and passion for each dish. The cold starters and medium plates were sufficient. (Think quality not quantity.) Desserts exquisite.
Wine v expensive.
Our 16 year old...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
3,"We managed to score an outside table on a cool evening and the food was good, but the portions are just tiny and expensive.  I'd love to blow $100 here on a meal, but that just wasn't our plan.  The fish and chips were good...More","Colorado Springs, Colorado","<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"Well, this restaurant and the whole Meat Packing district were a change for us.  This is very casual dining with inside and outside tables.  Staff was friendly and attentive and everyone spoke English.  Not much of a wine or beer selection and a fairly small...More","Qualicum Beach, Canada","<span class=""ui_bubble_rating bubble_30""></span>",,30
