,name,location,bubble,dollars,rating,country,tourism
2144,"We concluded our trip to Denmark by stumbling on this gem. Our dinner was amazing, the vibe is great. Love it!",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2145,"Visited on a Sunday night
We booked a table but we probably didn't need to
We were seated in the upstairs section of the restaurant
Our waiter, Tom, was excellent. Very attentive and friendly, yet remained professional throughout.
We ordered fish croquettes followed by Veal...More","Newquay, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
2146,"Based on reviews of this establishment, my husband and I decided to try them for dinner on our last night in Copenhagen. We were not disappointed. He had the lobster bisque and was pleased with the amount of lobster in it and the creaminess. We...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2147,"Had a late lunch at Tight, ordering off the lunchtime small plate menu.  We sampled a selection of six different items, and each was superbly presented and genuinely delicious.  Service was top notch.  All around excellent meal.",Texas,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Texas,Tourist
2148,"A great dinner with most gracious staff for our group of 11 American travelers. We had a great table upstairs and an eclectic mix of local favorites, the fish and mussels, as well as surprisingly good ribs. Being from Colorado, this was not going to...More","Aurora, Colorado","<span class=""ui_bubble_rating bubble_50""></span>",,50, Colorado,Tourist
2149,"The restaurant is cozy, the staffs are friendly, and the most important thing is, the food is amazing! I feel hungry once I recall the memory spending there.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2150,"Ate here last night with a group of friends.  Service was good, as was the food.  Had the smoked salmon starter and roasted veal.  Food tasted excellent.  Prices were a bit high but overall worth the visit.  I would eat here again.","Waukesha, Wisconsin","<span class=""ui_bubble_rating bubble_40""></span>",,40, Wisconsin,Tourist
2151,"Awesome!! Delicious food, nice staff.  We had white wine.  Good deals for Copenhagen. Cute, comfy and relax place.  We hope to come back.","Hong Kong, China","<span class=""ui_bubble_rating bubble_50""></span>",,50, China,Tourist
2152,We wanted a nice dinner. We  could place our orders fairly fast  but had to wait a long time for our food especially between starter and main dish. We skipped dessert due the slow serving of food.,"Sollentuna, Sweden","<span class=""ui_bubble_rating bubble_20""></span>",,20, Sweden,Tourist
2153,Restuarant Tight is located off the main shopping area in Copenhagen. We were given an option of upstairs seating which was comfortale. The food is very good and the service is EXCELLENT. We had the recommended dishes that others have raved about. I had the...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
2154,"We concluded our trip to Denmark by stumbling on this gem. Our dinner was amazing, the vibe is great. Love it!",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2155,"Visited on a Sunday night
We booked a table but we probably didn't need to
We were seated in the upstairs section of the restaurant
Our waiter, Tom, was excellent. Very attentive and friendly, yet remained professional throughout.
We ordered fish croquettes followed by Veal...More","Newquay, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
2156,"Based on reviews of this establishment, my husband and I decided to try them for dinner on our last night in Copenhagen. We were not disappointed. He had the lobster bisque and was pleased with the amount of lobster in it and the creaminess. We...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2157,"Had a late lunch at Tight, ordering off the lunchtime small plate menu.  We sampled a selection of six different items, and each was superbly presented and genuinely delicious.  Service was top notch.  All around excellent meal.",Texas,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Texas,Tourist
2158,"A great dinner with most gracious staff for our group of 11 American travelers. We had a great table upstairs and an eclectic mix of local favorites, the fish and mussels, as well as surprisingly good ribs. Being from Colorado, this was not going to...More","Aurora, Colorado","<span class=""ui_bubble_rating bubble_50""></span>",,50, Colorado,Tourist
2159,"The restaurant is cozy, the staffs are friendly, and the most important thing is, the food is amazing! I feel hungry once I recall the memory spending there.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2160,"Ate here last night with a group of friends.  Service was good, as was the food.  Had the smoked salmon starter and roasted veal.  Food tasted excellent.  Prices were a bit high but overall worth the visit.  I would eat here again.","Waukesha, Wisconsin","<span class=""ui_bubble_rating bubble_40""></span>",,40, Wisconsin,Tourist
2161,"Awesome!! Delicious food, nice staff.  We had white wine.  Good deals for Copenhagen. Cute, comfy and relax place.  We hope to come back.","Hong Kong, China","<span class=""ui_bubble_rating bubble_50""></span>",,50, China,Tourist
2162,We wanted a nice dinner. We  could place our orders fairly fast  but had to wait a long time for our food especially between starter and main dish. We skipped dessert due the slow serving of food.,"Sollentuna, Sweden","<span class=""ui_bubble_rating bubble_20""></span>",,20, Sweden,Tourist
2163,Restuarant Tight is located off the main shopping area in Copenhagen. We were given an option of upstairs seating which was comfortale. The food is very good and the service is EXCELLENT. We had the recommended dishes that others have raved about. I had the...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
2164,"We concluded our trip to Denmark by stumbling on this gem. Our dinner was amazing, the vibe is great. Love it!",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2165,"Visited on a Sunday night
We booked a table but we probably didn't need to
We were seated in the upstairs section of the restaurant
Our waiter, Tom, was excellent. Very attentive and friendly, yet remained professional throughout.
We ordered fish croquettes followed by Veal...More","Newquay, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
2166,"Based on reviews of this establishment, my husband and I decided to try them for dinner on our last night in Copenhagen. We were not disappointed. He had the lobster bisque and was pleased with the amount of lobster in it and the creaminess. We...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2167,"Had a late lunch at Tight, ordering off the lunchtime small plate menu.  We sampled a selection of six different items, and each was superbly presented and genuinely delicious.  Service was top notch.  All around excellent meal.",Texas,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Texas,Tourist
2168,"A great dinner with most gracious staff for our group of 11 American travelers. We had a great table upstairs and an eclectic mix of local favorites, the fish and mussels, as well as surprisingly good ribs. Being from Colorado, this was not going to...More","Aurora, Colorado","<span class=""ui_bubble_rating bubble_50""></span>",,50, Colorado,Tourist
2169,"The restaurant is cozy, the staffs are friendly, and the most important thing is, the food is amazing! I feel hungry once I recall the memory spending there.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2170,"Ate here last night with a group of friends.  Service was good, as was the food.  Had the smoked salmon starter and roasted veal.  Food tasted excellent.  Prices were a bit high but overall worth the visit.  I would eat here again.","Waukesha, Wisconsin","<span class=""ui_bubble_rating bubble_40""></span>",,40, Wisconsin,Tourist
2171,"Awesome!! Delicious food, nice staff.  We had white wine.  Good deals for Copenhagen. Cute, comfy and relax place.  We hope to come back.","Hong Kong, China","<span class=""ui_bubble_rating bubble_50""></span>",,50, China,Tourist
2172,We wanted a nice dinner. We  could place our orders fairly fast  but had to wait a long time for our food especially between starter and main dish. We skipped dessert due the slow serving of food.,"Sollentuna, Sweden","<span class=""ui_bubble_rating bubble_20""></span>",,20, Sweden,Tourist
2173,Restuarant Tight is located off the main shopping area in Copenhagen. We were given an option of upstairs seating which was comfortale. The food is very good and the service is EXCELLENT. We had the recommended dishes that others have raved about. I had the...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
2174,"We concluded our trip to Denmark by stumbling on this gem. Our dinner was amazing, the vibe is great. Love it!",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2175,"Visited on a Sunday night
We booked a table but we probably didn't need to
We were seated in the upstairs section of the restaurant
Our waiter, Tom, was excellent. Very attentive and friendly, yet remained professional throughout.
We ordered fish croquettes followed by Veal...More","Newquay, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
2176,"Based on reviews of this establishment, my husband and I decided to try them for dinner on our last night in Copenhagen. We were not disappointed. He had the lobster bisque and was pleased with the amount of lobster in it and the creaminess. We...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2177,"Had a late lunch at Tight, ordering off the lunchtime small plate menu.  We sampled a selection of six different items, and each was superbly presented and genuinely delicious.  Service was top notch.  All around excellent meal.",Texas,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Texas,Tourist
2178,"A great dinner with most gracious staff for our group of 11 American travelers. We had a great table upstairs and an eclectic mix of local favorites, the fish and mussels, as well as surprisingly good ribs. Being from Colorado, this was not going to...More","Aurora, Colorado","<span class=""ui_bubble_rating bubble_50""></span>",,50, Colorado,Tourist
2179,"The restaurant is cozy, the staffs are friendly, and the most important thing is, the food is amazing! I feel hungry once I recall the memory spending there.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2180,"Ate here last night with a group of friends.  Service was good, as was the food.  Had the smoked salmon starter and roasted veal.  Food tasted excellent.  Prices were a bit high but overall worth the visit.  I would eat here again.","Waukesha, Wisconsin","<span class=""ui_bubble_rating bubble_40""></span>",,40, Wisconsin,Tourist
2181,"Awesome!! Delicious food, nice staff.  We had white wine.  Good deals for Copenhagen. Cute, comfy and relax place.  We hope to come back.","Hong Kong, China","<span class=""ui_bubble_rating bubble_50""></span>",,50, China,Tourist
2182,We wanted a nice dinner. We  could place our orders fairly fast  but had to wait a long time for our food especially between starter and main dish. We skipped dessert due the slow serving of food.,"Sollentuna, Sweden","<span class=""ui_bubble_rating bubble_20""></span>",,20, Sweden,Tourist
2183,Restuarant Tight is located off the main shopping area in Copenhagen. We were given an option of upstairs seating which was comfortale. The food is very good and the service is EXCELLENT. We had the recommended dishes that others have raved about. I had the...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
2184,"We concluded our trip to Denmark by stumbling on this gem. Our dinner was amazing, the vibe is great. Love it!",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2185,"Visited on a Sunday night
We booked a table but we probably didn't need to
We were seated in the upstairs section of the restaurant
Our waiter, Tom, was excellent. Very attentive and friendly, yet remained professional throughout.
We ordered fish croquettes followed by Veal...More","Newquay, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
2186,"Based on reviews of this establishment, my husband and I decided to try them for dinner on our last night in Copenhagen. We were not disappointed. He had the lobster bisque and was pleased with the amount of lobster in it and the creaminess. We...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2187,"Had a late lunch at Tight, ordering off the lunchtime small plate menu.  We sampled a selection of six different items, and each was superbly presented and genuinely delicious.  Service was top notch.  All around excellent meal.",Texas,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Texas,Tourist
2188,"A great dinner with most gracious staff for our group of 11 American travelers. We had a great table upstairs and an eclectic mix of local favorites, the fish and mussels, as well as surprisingly good ribs. Being from Colorado, this was not going to...More","Aurora, Colorado","<span class=""ui_bubble_rating bubble_50""></span>",,50, Colorado,Tourist
2189,"The restaurant is cozy, the staffs are friendly, and the most important thing is, the food is amazing! I feel hungry once I recall the memory spending there.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2190,"Ate here last night with a group of friends.  Service was good, as was the food.  Had the smoked salmon starter and roasted veal.  Food tasted excellent.  Prices were a bit high but overall worth the visit.  I would eat here again.","Waukesha, Wisconsin","<span class=""ui_bubble_rating bubble_40""></span>",,40, Wisconsin,Tourist
2191,"Awesome!! Delicious food, nice staff.  We had white wine.  Good deals for Copenhagen. Cute, comfy and relax place.  We hope to come back.","Hong Kong, China","<span class=""ui_bubble_rating bubble_50""></span>",,50, China,Tourist
2192,We wanted a nice dinner. We  could place our orders fairly fast  but had to wait a long time for our food especially between starter and main dish. We skipped dessert due the slow serving of food.,"Sollentuna, Sweden","<span class=""ui_bubble_rating bubble_20""></span>",,20, Sweden,Tourist
2193,Restuarant Tight is located off the main shopping area in Copenhagen. We were given an option of upstairs seating which was comfortale. The food is very good and the service is EXCELLENT. We had the recommended dishes that others have raved about. I had the...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
2194,"We concluded our trip to Denmark by stumbling on this gem. Our dinner was amazing, the vibe is great. Love it!",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2195,"Visited on a Sunday night
We booked a table but we probably didn't need to
We were seated in the upstairs section of the restaurant
Our waiter, Tom, was excellent. Very attentive and friendly, yet remained professional throughout.
We ordered fish croquettes followed by Veal...More","Newquay, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
2196,"Based on reviews of this establishment, my husband and I decided to try them for dinner on our last night in Copenhagen. We were not disappointed. He had the lobster bisque and was pleased with the amount of lobster in it and the creaminess. We...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2197,"Had a late lunch at Tight, ordering off the lunchtime small plate menu.  We sampled a selection of six different items, and each was superbly presented and genuinely delicious.  Service was top notch.  All around excellent meal.",Texas,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Texas,Tourist
2198,"A great dinner with most gracious staff for our group of 11 American travelers. We had a great table upstairs and an eclectic mix of local favorites, the fish and mussels, as well as surprisingly good ribs. Being from Colorado, this was not going to...More","Aurora, Colorado","<span class=""ui_bubble_rating bubble_50""></span>",,50, Colorado,Tourist
2199,"The restaurant is cozy, the staffs are friendly, and the most important thing is, the food is amazing! I feel hungry once I recall the memory spending there.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2200,"Ate here last night with a group of friends.  Service was good, as was the food.  Had the smoked salmon starter and roasted veal.  Food tasted excellent.  Prices were a bit high but overall worth the visit.  I would eat here again.","Waukesha, Wisconsin","<span class=""ui_bubble_rating bubble_40""></span>",,40, Wisconsin,Tourist
2201,"Awesome!! Delicious food, nice staff.  We had white wine.  Good deals for Copenhagen. Cute, comfy and relax place.  We hope to come back.","Hong Kong, China","<span class=""ui_bubble_rating bubble_50""></span>",,50, China,Tourist
2202,We wanted a nice dinner. We  could place our orders fairly fast  but had to wait a long time for our food especially between starter and main dish. We skipped dessert due the slow serving of food.,"Sollentuna, Sweden","<span class=""ui_bubble_rating bubble_20""></span>",,20, Sweden,Tourist
2203,Restuarant Tight is located off the main shopping area in Copenhagen. We were given an option of upstairs seating which was comfortale. The food is very good and the service is EXCELLENT. We had the recommended dishes that others have raved about. I had the...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
2204,"We concluded our trip to Denmark by stumbling on this gem. Our dinner was amazing, the vibe is great. Love it!",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2205,"Visited on a Sunday night
We booked a table but we probably didn't need to
We were seated in the upstairs section of the restaurant
Our waiter, Tom, was excellent. Very attentive and friendly, yet remained professional throughout.
We ordered fish croquettes followed by Veal...More","Newquay, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
2206,"Based on reviews of this establishment, my husband and I decided to try them for dinner on our last night in Copenhagen. We were not disappointed. He had the lobster bisque and was pleased with the amount of lobster in it and the creaminess. We...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2207,"Had a late lunch at Tight, ordering off the lunchtime small plate menu.  We sampled a selection of six different items, and each was superbly presented and genuinely delicious.  Service was top notch.  All around excellent meal.",Texas,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Texas,Tourist
2208,"A great dinner with most gracious staff for our group of 11 American travelers. We had a great table upstairs and an eclectic mix of local favorites, the fish and mussels, as well as surprisingly good ribs. Being from Colorado, this was not going to...More","Aurora, Colorado","<span class=""ui_bubble_rating bubble_50""></span>",,50, Colorado,Tourist
2209,"The restaurant is cozy, the staffs are friendly, and the most important thing is, the food is amazing! I feel hungry once I recall the memory spending there.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2210,"Ate here last night with a group of friends.  Service was good, as was the food.  Had the smoked salmon starter and roasted veal.  Food tasted excellent.  Prices were a bit high but overall worth the visit.  I would eat here again.","Waukesha, Wisconsin","<span class=""ui_bubble_rating bubble_40""></span>",,40, Wisconsin,Tourist
2211,"Awesome!! Delicious food, nice staff.  We had white wine.  Good deals for Copenhagen. Cute, comfy and relax place.  We hope to come back.","Hong Kong, China","<span class=""ui_bubble_rating bubble_50""></span>",,50, China,Tourist
2212,We wanted a nice dinner. We  could place our orders fairly fast  but had to wait a long time for our food especially between starter and main dish. We skipped dessert due the slow serving of food.,"Sollentuna, Sweden","<span class=""ui_bubble_rating bubble_20""></span>",,20, Sweden,Tourist
2213,Restuarant Tight is located off the main shopping area in Copenhagen. We were given an option of upstairs seating which was comfortale. The food is very good and the service is EXCELLENT. We had the recommended dishes that others have raved about. I had the...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
2214,"We concluded our trip to Denmark by stumbling on this gem. Our dinner was amazing, the vibe is great. Love it!",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2215,"Visited on a Sunday night
We booked a table but we probably didn't need to
We were seated in the upstairs section of the restaurant
Our waiter, Tom, was excellent. Very attentive and friendly, yet remained professional throughout.
We ordered fish croquettes followed by Veal...More","Newquay, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
2216,"Based on reviews of this establishment, my husband and I decided to try them for dinner on our last night in Copenhagen. We were not disappointed. He had the lobster bisque and was pleased with the amount of lobster in it and the creaminess. We...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2217,"Had a late lunch at Tight, ordering off the lunchtime small plate menu.  We sampled a selection of six different items, and each was superbly presented and genuinely delicious.  Service was top notch.  All around excellent meal.",Texas,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Texas,Tourist
2218,"A great dinner with most gracious staff for our group of 11 American travelers. We had a great table upstairs and an eclectic mix of local favorites, the fish and mussels, as well as surprisingly good ribs. Being from Colorado, this was not going to...More","Aurora, Colorado","<span class=""ui_bubble_rating bubble_50""></span>",,50, Colorado,Tourist
2219,"The restaurant is cozy, the staffs are friendly, and the most important thing is, the food is amazing! I feel hungry once I recall the memory spending there.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2220,"Ate here last night with a group of friends.  Service was good, as was the food.  Had the smoked salmon starter and roasted veal.  Food tasted excellent.  Prices were a bit high but overall worth the visit.  I would eat here again.","Waukesha, Wisconsin","<span class=""ui_bubble_rating bubble_40""></span>",,40, Wisconsin,Tourist
2221,"Awesome!! Delicious food, nice staff.  We had white wine.  Good deals for Copenhagen. Cute, comfy and relax place.  We hope to come back.","Hong Kong, China","<span class=""ui_bubble_rating bubble_50""></span>",,50, China,Tourist
2222,We wanted a nice dinner. We  could place our orders fairly fast  but had to wait a long time for our food especially between starter and main dish. We skipped dessert due the slow serving of food.,"Sollentuna, Sweden","<span class=""ui_bubble_rating bubble_20""></span>",,20, Sweden,Tourist
2223,Restuarant Tight is located off the main shopping area in Copenhagen. We were given an option of upstairs seating which was comfortale. The food is very good and the service is EXCELLENT. We had the recommended dishes that others have raved about. I had the...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
2224,"We concluded our trip to Denmark by stumbling on this gem. Our dinner was amazing, the vibe is great. Love it!",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2225,"Visited on a Sunday night
We booked a table but we probably didn't need to
We were seated in the upstairs section of the restaurant
Our waiter, Tom, was excellent. Very attentive and friendly, yet remained professional throughout.
We ordered fish croquettes followed by Veal...More","Newquay, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
2226,"Based on reviews of this establishment, my husband and I decided to try them for dinner on our last night in Copenhagen. We were not disappointed. He had the lobster bisque and was pleased with the amount of lobster in it and the creaminess. We...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2227,"Had a late lunch at Tight, ordering off the lunchtime small plate menu.  We sampled a selection of six different items, and each was superbly presented and genuinely delicious.  Service was top notch.  All around excellent meal.",Texas,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Texas,Tourist
2228,"A great dinner with most gracious staff for our group of 11 American travelers. We had a great table upstairs and an eclectic mix of local favorites, the fish and mussels, as well as surprisingly good ribs. Being from Colorado, this was not going to...More","Aurora, Colorado","<span class=""ui_bubble_rating bubble_50""></span>",,50, Colorado,Tourist
2229,"The restaurant is cozy, the staffs are friendly, and the most important thing is, the food is amazing! I feel hungry once I recall the memory spending there.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2230,"Ate here last night with a group of friends.  Service was good, as was the food.  Had the smoked salmon starter and roasted veal.  Food tasted excellent.  Prices were a bit high but overall worth the visit.  I would eat here again.","Waukesha, Wisconsin","<span class=""ui_bubble_rating bubble_40""></span>",,40, Wisconsin,Tourist
2231,"Awesome!! Delicious food, nice staff.  We had white wine.  Good deals for Copenhagen. Cute, comfy and relax place.  We hope to come back.","Hong Kong, China","<span class=""ui_bubble_rating bubble_50""></span>",,50, China,Tourist
2232,We wanted a nice dinner. We  could place our orders fairly fast  but had to wait a long time for our food especially between starter and main dish. We skipped dessert due the slow serving of food.,"Sollentuna, Sweden","<span class=""ui_bubble_rating bubble_20""></span>",,20, Sweden,Tourist
2233,Restuarant Tight is located off the main shopping area in Copenhagen. We were given an option of upstairs seating which was comfortale. The food is very good and the service is EXCELLENT. We had the recommended dishes that others have raved about. I had the...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
2234,"We concluded our trip to Denmark by stumbling on this gem. Our dinner was amazing, the vibe is great. Love it!",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2235,"Visited on a Sunday night
We booked a table but we probably didn't need to
We were seated in the upstairs section of the restaurant
Our waiter, Tom, was excellent. Very attentive and friendly, yet remained professional throughout.
We ordered fish croquettes followed by Veal...More","Newquay, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
2236,"Based on reviews of this establishment, my husband and I decided to try them for dinner on our last night in Copenhagen. We were not disappointed. He had the lobster bisque and was pleased with the amount of lobster in it and the creaminess. We...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2237,"Had a late lunch at Tight, ordering off the lunchtime small plate menu.  We sampled a selection of six different items, and each was superbly presented and genuinely delicious.  Service was top notch.  All around excellent meal.",Texas,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Texas,Tourist
2238,"A great dinner with most gracious staff for our group of 11 American travelers. We had a great table upstairs and an eclectic mix of local favorites, the fish and mussels, as well as surprisingly good ribs. Being from Colorado, this was not going to...More","Aurora, Colorado","<span class=""ui_bubble_rating bubble_50""></span>",,50, Colorado,Tourist
2239,"The restaurant is cozy, the staffs are friendly, and the most important thing is, the food is amazing! I feel hungry once I recall the memory spending there.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2240,"Ate here last night with a group of friends.  Service was good, as was the food.  Had the smoked salmon starter and roasted veal.  Food tasted excellent.  Prices were a bit high but overall worth the visit.  I would eat here again.","Waukesha, Wisconsin","<span class=""ui_bubble_rating bubble_40""></span>",,40, Wisconsin,Tourist
2241,"Awesome!! Delicious food, nice staff.  We had white wine.  Good deals for Copenhagen. Cute, comfy and relax place.  We hope to come back.","Hong Kong, China","<span class=""ui_bubble_rating bubble_50""></span>",,50, China,Tourist
2242,We wanted a nice dinner. We  could place our orders fairly fast  but had to wait a long time for our food especially between starter and main dish. We skipped dessert due the slow serving of food.,"Sollentuna, Sweden","<span class=""ui_bubble_rating bubble_20""></span>",,20, Sweden,Tourist
2243,Restuarant Tight is located off the main shopping area in Copenhagen. We were given an option of upstairs seating which was comfortale. The food is very good and the service is EXCELLENT. We had the recommended dishes that others have raved about. I had the...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
2244,"We concluded our trip to Denmark by stumbling on this gem. Our dinner was amazing, the vibe is great. Love it!",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2245,"Visited on a Sunday night
We booked a table but we probably didn't need to
We were seated in the upstairs section of the restaurant
Our waiter, Tom, was excellent. Very attentive and friendly, yet remained professional throughout.
We ordered fish croquettes followed by Veal...More","Newquay, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
2246,"Based on reviews of this establishment, my husband and I decided to try them for dinner on our last night in Copenhagen. We were not disappointed. He had the lobster bisque and was pleased with the amount of lobster in it and the creaminess. We...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2247,"Had a late lunch at Tight, ordering off the lunchtime small plate menu.  We sampled a selection of six different items, and each was superbly presented and genuinely delicious.  Service was top notch.  All around excellent meal.",Texas,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Texas,Tourist
2248,"A great dinner with most gracious staff for our group of 11 American travelers. We had a great table upstairs and an eclectic mix of local favorites, the fish and mussels, as well as surprisingly good ribs. Being from Colorado, this was not going to...More","Aurora, Colorado","<span class=""ui_bubble_rating bubble_50""></span>",,50, Colorado,Tourist
2249,"The restaurant is cozy, the staffs are friendly, and the most important thing is, the food is amazing! I feel hungry once I recall the memory spending there.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2250,"Ate here last night with a group of friends.  Service was good, as was the food.  Had the smoked salmon starter and roasted veal.  Food tasted excellent.  Prices were a bit high but overall worth the visit.  I would eat here again.","Waukesha, Wisconsin","<span class=""ui_bubble_rating bubble_40""></span>",,40, Wisconsin,Tourist
2251,"Awesome!! Delicious food, nice staff.  We had white wine.  Good deals for Copenhagen. Cute, comfy and relax place.  We hope to come back.","Hong Kong, China","<span class=""ui_bubble_rating bubble_50""></span>",,50, China,Tourist
2252,We wanted a nice dinner. We  could place our orders fairly fast  but had to wait a long time for our food especially between starter and main dish. We skipped dessert due the slow serving of food.,"Sollentuna, Sweden","<span class=""ui_bubble_rating bubble_20""></span>",,20, Sweden,Tourist
2253,Restuarant Tight is located off the main shopping area in Copenhagen. We were given an option of upstairs seating which was comfortale. The food is very good and the service is EXCELLENT. We had the recommended dishes that others have raved about. I had the...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
2254,"We concluded our trip to Denmark by stumbling on this gem. Our dinner was amazing, the vibe is great. Love it!",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2255,"Visited on a Sunday night
We booked a table but we probably didn't need to
We were seated in the upstairs section of the restaurant
Our waiter, Tom, was excellent. Very attentive and friendly, yet remained professional throughout.
We ordered fish croquettes followed by Veal...More","Newquay, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
2256,"Based on reviews of this establishment, my husband and I decided to try them for dinner on our last night in Copenhagen. We were not disappointed. He had the lobster bisque and was pleased with the amount of lobster in it and the creaminess. We...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
2257,"Had a late lunch at Tight, ordering off the lunchtime small plate menu.  We sampled a selection of six different items, and each was superbly presented and genuinely delicious.  Service was top notch.  All around excellent meal.",Texas,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Texas,Tourist
2258,"A great dinner with most gracious staff for our group of 11 American travelers. We had a great table upstairs and an eclectic mix of local favorites, the fish and mussels, as well as surprisingly good ribs. Being from Colorado, this was not going to...More","Aurora, Colorado","<span class=""ui_bubble_rating bubble_50""></span>",,50, Colorado,Tourist
2259,"The restaurant is cozy, the staffs are friendly, and the most important thing is, the food is amazing! I feel hungry once I recall the memory spending there.",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
