,name,location,bubble,dollars,rating,country,tourism
1248,"Had a reall great experience food, service, atmosphere.  The restraurant was very flexible and did what they could to make us happy.  On top of that, the food was great and the value was high.","Charlottenlund, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1272,Go here for the service and to enjoy excellent food at a very reasonable price. Definitely going again,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1282,"I went here with work colleagues from out of town, and we very much enjoyed it. The burger has been voted as one of Copenhagen's best - just keep in mind it's a burger with Foccacia bread so not a ""classic"" burger if that is...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1288,"Tight was a very pleasant surprise! We were greeted with a glass of champagne each for my birthday and were looked after very well. The food was incredible, and portions were large! I had the burger, which was very nice and my girlfriend had the...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1293,Nice atmosphere and a great burger (cafe style and a little high priced). Staff very friendly. Place can sometimes be crowded and waiting times a bit long.,"Birkerod, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1295,It's a cosy restaurant on four levels. Feels very intimate. Service is great and the changing menu is always very good. It is our go to restaurant in Copenhagen.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1303,I visited Tight with the occasion of an X year anniversary with my boyfriend. The atmosphere was perfect to allow us to enjoy this unique moment as we should. But I see Tight as a great place to go and hang out with friends as...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1306,"We went on friday night. Service was gr8 and we had fish soup as starter, which was too tasty,  surf & turf as our main coarse which was well cooked and finally we had our desert which was Pavlova which was awesome. Would reccomend this...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1312,"Wow! What can I say. Go to the Tight restaurant for an eating experience that rivals Noma.  

The five course taster menu was brilliant, service was ""way beyond"" expected service level one receives in Copenhagen. The attention to customer needs and satisfaction was refreshing and...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1325,"We booked a table online for 17:30, so when we first went into the restaurant there was no-one else eating, and so of course the waiters were very attentive and polite. However even as the restaurant grew very busy they never stopped being polite and...More","Aarhus, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1337,Went in a business trip and found a nice place. Friendly to veagan and open to customize the food to fit my needs. Good service. Central. Not a resta for small children family.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1372,"I've visited this place twice once for a friends b/day and again, for my husband's birthday and the food was well executed and tasty, very expensive thou. The menu is a little limited, I would have wanted a little more choice.  The service was good,...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1375,We have been out occasionally in midtown and this is one of the places which I want to recommend everybody (tourist or local). It looks like as a place suitable for both young couples and people above this age. We were seated on the top...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1391,"Such an incredible atmosphere, trendy and intimate, with great lighting and decor. We had the duck and the surf and turf and both were extremely delicious and cooked perfectly! We also had delicious desserts and wine, and the price was good considering we had the...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1393,"Me and my friends went to Tight and had a REALLY good experience. We ordered the cod and the Tight burger - both perfectly cooked. The restaurant itself is very cozy but still not too formal. I have to mention the waitress Alana, who made...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1395,"Visited with few friends few weeks ago. The food was nice, but waiting for drinks, each course and refills took ages. The girl waiting our table was smiley, pleasant, but not at all apologetic /when we commented at the delays, in a friendly manner, like...More","Soborg, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
1396,"My friend and I went for a 5-course dinner with wine menu. We had homemade foie gras, steamed mussels, vegetarian pasta, surf'n'turf and nanaimo bar for dessert. The food and wines were of surprisingly high quality for a very reasonable price. Everything was very fresh...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1398,"On a recent trip to Copenhagen, with my wife and 3-year old son, we tried to find a place that was good value and informal but had interesting and high-standard food. This is often a problem, but Tight delivered absolutely what we wanted. 
The space...More","Aarhus, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1410,"although quite pricy, Tight remains within the average prices for a cafe in the city center of Copenhagen. the staff is very helpful and polite. the restaurant, divided in various levels, is cosy and well decorated.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1433,Not much to say. Nice Burger and Nice staff. The prices are also reasonable. Also situated in a great location i Copenhagen.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1467,"I decided to celebrate my birthday with a dinner for a good friend and since Tight got such a great ranking here at Tripadvisor I reserved a table at their website. The site is very informative with a great overview on the menu.
We both...More","Esbjerg, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1469,"We have visited Tight several times and normally its great - but this time my burger was Cold to the touch - and even the meat was Cold (like it had been outside). A bit worrying, but it was ""done""","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
1476,"A very cosy room full of atmosphere. Great and attentive service from Will from the beginning to the second we left the restaurant. The food was really honest and tasty. We loved the salmon, mussels, duck, pasta and sticky toffee pudding. The only dish I...More","Aalborg, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1503,"Tight is run by three English speaking guys that run a nice clean place and make a great burger. Just off Strøget, this is a good place to end up after a shopping spree or a long day of touristing.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1506,"One of my favorite places to dine in Copenhagen when I'm alone,

1. Owners/Staff - excellent service and they really made me feel comfortable and welcomed. The ambience and the atmosphere of the restaurant is second to none, and they have great dining music as...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1540,We tried the five-course tasting menu with wine-menu as well. Absolutely to be recommended. Fantastic food and superb wine at a fair price. And a laid back atmosphere. Will definitely come back:-),"Odense, Fyn, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1544,"We have been dining at this restaurant since its beginning some years ago and we still think that it is one of the best restaurants in Copenhagen. The owners are so friendly and you get just that kind of personal attention that you love. 

The...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1558,"This is an Australian-French Restaurant is located in one of the charming parallel streets of Strøet - the shopping and most touristic street in CPH, in a cozy venue with wide glass windows and wood decoration. I actually recommend to sit by the window, specially...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1564,Had a wonderful dinner of two course menu with wine. The service from the beginning was friendly and efficient we ordered and the starters were quickly out(we had the salmon and beef carpaccio) both dishes were fresh clean and flavorful with great Nordic twists. Our...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1570,International atmosphere and so it the kitchen. Good place near Strøget,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1571,I'm a local of Copenhagen and was hungry on a friday night. Found the reviews just like you to be amazing. Here is my burger judgment: it's a tasty but mediocre burger. The atmosphere is really good though and they have really nice reds by...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
1575,"Great food, prices and service.  Our server was very attentive, a rarity in Copenhagen.  This will be our new go to place when we have company from out of town.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1579,"My partner and I have always been a big fan of Cafe Tight. We have enjoyed their burgers, which is 140 DKK (18 euros or $25), and friendly service. But service has lowered since my first trip to Tight two years ago. 

Tonight was a...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
1585,The staff were pleasant and genuinely friendly. The food was exceptional and the burger I had was among the best I have tried. The price of the burger (140 Danish Kroner) seemed affordable and reasonable compared to the quality of the meal and the great...More,"Odense, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1587,"Finally made it to Tight, we'd tried once before but I was in the mood for a salad which they don't offer.  Tight is a 2 course minimum unless you order the Tight burger for 140 DKK.  I wasn't that hungry, but it was cold...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1591,"Was on Tight at fruday 27 january.
We was using a Sweet Deal where we could choose 4  dishes out of 10, It was realy good, and you get value for your mony. The waiters was also very good, and fast too.
Food was hot,...More","Ishoej, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1592,"The food in general is really good. I think I've tried everything on their menu and I keep going back. The mussels are always delicious, the burger is great, but I think my favorites are the lamb and the duck.

The menu is interesting because...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1595,"An unpretentious service with down-to-earth waiters, many not from Denmark and not Danish speakers, distinguishes this spot where the seriously good food doesn't get in the way of the relaxed vibe. The low light gives it a very intimate feeling, with great food from starters...More","Oesterbro, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1600,"My wife and I just moved to Copenhagen and checked out Tight because it was #6 on Trip Advisor. Tight certainly lived up to the high expectations. We enjoyed the mussels appetizer, and loved both our entres, the burger and Cod. We'll certainly be heading...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1605,Havn't had a better burger in Copenhagen. Great place for a meal after shopping!,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1614,"Booked after buying a sweetdeal offer of a four dish tasting session with a glass of champagne. Atmosphere was good, it was busy for 7.30 on a saturday evening. Polite friendly service, waiter did ask if we enjoyed each course which was good. Risotto pumpkin...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1615,"Being number 6 on the list of Copenhagen restaurants we decided to visit Tight. Booking online worked well. The atmosphere was very nice: tables a bit close though and the room a bit noisy. The restaurant served a good selection of pre courses, main courses...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
1631,"We were greeted by someone who seemed totally disinterested, and the service continued in this vein all evening. The staff were inattentive, surly or both.
The restaurant was way too warm, and we heard several other diners complain about it.
The food was OK -...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
1635,"Their burger is truly one of the best in town. Pricy but good. And we had the mussules as well, we just cant stop licking our fingers :)Friendly staff great location fun environment:) ideal place for a easy night out with gals:)","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1648,"I went to Tight with a group of colleagues for a farewell dinner. We each had a three course menu, where I got the carpaccio, surf'n'turf and profiteroles for dessert.

The good was nice. I enjoyed everything except the steak for the surf'n'turf could have...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1656,"We were looking for a place where to bring some customers visiting Scandinavia and had a really pleasant time in TIGHT.
We started with some refreshing cocktails in the Lounge, and enjoyed the chilled ambiance before starting our dinner. One of the waiter which happened...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1657,We went there with a group of colleagues and had table booked 2 weeks in advance. We were seated at two separate tables and when we talked to the owner and said it would have been decent to at least inform us in advance about...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
1663,"Nice, unpretentious place with good food. 275 DKK for three course menu, 50-70 DKK for glass of wine. 
I had the Mussels/Chardonnay from Napa
Pork Filet Mignon/Primitivo Puglia
Tri Nations dessert

Will go back, heard good things about their burger!","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1671,"I really dont know what all the fuss is about. Although I have nothing to complain about, I also have nothing to recommend about this place. The food was average, the atmosphere was lacking (I was there for a dinner with my girlfirend), the decor...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
1680,"The food was excellent, the service was very nice. It's a very convenient location right off the Stroge and I highly recommend it. Not an extensive menu, but 

The service was great, and the waiter had no problem accommodating my partner who eats gluten free.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1694,"I have been to Tight alot of times - and I just love it. The three guys running the place are all very nice, and the food is awesome! 
If you get the chance - GO!","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
1710,"My wife and I had a wonderful meal at Tight last month.  Much of Copenhagen dining is over-the-top pretentious, with prices to match.  In contrast, Tight was good value and simple.  Service was excellent, food was high quality, with inventive presentations.  My only regret about...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
1713,"Wondeful place. It is very unformal, it looks like a cafe, but the food is wondeful. The only complain is the price, its too cheap!!!

That will result in coming here to often, and get to many calories.

I enjoyed my risotto and the tridessert...More","Aalsgaarde, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
2883,"We arrived with very high expectations, but left slightly disappointed and a whole lot poorer!

The service is relaxed, friendly and worth coming back for. Our waiter selected a fantastic wine we'd never seen before, but that we'll now buy a case of.

The starters...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
2888,"We had oysters and champagne for starters, slethvar with smoked mussels and seaweed followed by some really tasty moules. Only sad when we realized we were having moules frites without the frites. We had some amazing orange wine with our kulmule and sea buck thorn...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
2919,"Fiskebaren is one of my favorite places in Copenhagen.  

The food you get here is awesome and always at a high level.  I just wish the size of the dishes are larger.  Because I always want more.  

And of course the food is the main...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
2924,"This is the place to be if you are in the meatpacking district and adore seafood. It is both perfect for a dinner between friends or an intimate romantic dinner. The oysters are amazing, to the point we ordered another plate after the main courses....More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
2927,I and my husband turned up on a very busy Saturday night without a reservation but the staff was very helpful and managed to find us a good table. We ate the chef’s choice menu and didn’t regretted. It was simply delicious from start to...More,"Odense, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
2960,"We went on a Monday, and ordered two fish courses and one pork. Everything was very tasteful.
The Hake was just perfect fried and very nice sideorders. The wine list was quite Ok, the beer selection very good. We had super service the whole evening.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
2973,"I've reviewed Kødbyens Fiskebar before, but it's been a few years. It is still excellent, with inventive food of very high quality and reasonable prices. The cocktail menu is very high class too. 

We unfortunately got a very long wait for our second serving, but...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3001,We looked forward to visiting the fiskebar as we planned it some time in advance. We visited with friends and selected several dishes from the menu. We were surprised one after the other. A great experience!! I think the pictures speak for themselves!,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3004,"Had dinner here in October 2018, the meal was good but certainly not exeptional. If you go then have the oysters","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
3010,"Beautiful dishes and tasteful. But also small and expensive. Fish and chips was just average, especially since the chips wasn’t crispy. Service is a bit on and off.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
3015,"We went for a couples dinner and had the best fish. ""The"" snack, Oyster from Denmark, brill, mussels, halibut and fish-n-chips. If you only had to choose one thing, go for the snack with king crab. Its is out of this world. If you choose...More","Vaerloese, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3018,"We visited with family and friends and it was the first time we visited. It is a bit off the normal roads in the meatpacking district, but definitely worth the detour. We selected several dishes that we shared among each other which was a great...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3042,"We like to eat fish and sea-food and we used to go to this restaurant 5 years ago. The menu is still the same. 
We ordereded fish and chips as starter and oysters. The fish was dry and the chips were soft. 
For the main...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
3049,"The service was some of the worse I've experienced in Copenhagen. Even though we asked for all the food to come at the same time we had to ask for our cold starters after we finished our hot food, desperately flagging a waiter down and...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
3067,The Meat Packing District has a very nice atmosphere. The food served in Kødbyens Fiskebar is delicious and the atmosphere in the restaurant reflects the neighborhood very Well. We had different dishes which were all very good. Unfortunately the lobster was too little value for...More,"Soborg, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3134,"We have been at fiskebar 20 times in the last 4 years.Every time was amazing in food and kindness from the staff.Not today.Today was one of the worse experiences of my life about restaurants.
The manager (he says he is without acting like one) has...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
3152,Took my mum here when she came to visit and we enjoyed our meal a lot! We couldn't get the full 3 course menu as we arrived quite late but a main course and a dessert was more than enough. The fish and chips with...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3170,"i had a great fish meal there twice last month, and it is still both for shell fish and real fish a very nice place to go. Still one of the best fish restaurant in Copenhagen. Nice winelist as well. Very Hip and great during...More","Rungsted, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3172,"Great place for Fish. The name says it all. You can get other dishes but why would you? Not a cheap place, but in a fashion  area, so what else to expect.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3192,"Unless you want to go to the best Fish & Chips place in Scotland Koedbyens Fish Bar will do. We ordered by recommendation the lightly smoked breaded fish with homemade potato chips and accompanied by a very delicate romaine salad.
We have previously attend this...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3196,"One of our favorite restaurants in the old meat packing district, lots of interesting and tasty dishes","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3198,"My cousin is a pescetarian, so when we made plans to meet for dinner, I panicked about where to take him for good fish or seafood near the central station. Curiously, Denmark has many islands and coastlines, as well as fish-based traditional meals, however eating...More","Naestved, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3253,"Very nice place to visit and have meal. We have been without a booking and was difficult to get a table. The staff is very friendly and helping. It is typical for Danes. Food is excellent. 
Toilets are ""scary"" with a dripping water sound.😱","Aarhus, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3295,"Amazing, innovative and so tasty! Great wine selection too. Ask for a tour of the kitchen if you want to see where the magic happens - they love to share their passion.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3296,"No doubt, this is homemade with passion ☺ 

This place is funky, service oriented and serve with passion!

Me and my kids was very satisfied in every level...","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3311,Really enjoyed this very modern surprising fish restaurant in one of the cooliest areas in Copenhagen.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3322,Just stopped by after dinner for coffee and cake. Poor selection and outrageous prices. Sat outside which was nice. Nice service.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
3362,"Nice place for fish lovers
Fast service (almost so fast that you get the feeling that they want you to fast)
Food is good, nice wine card","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3380,"Celebrated my partner's 40th birthday with our two children of 11 and 8 years. 

Delicious and really well prepared food. And I am very sensitive when it comes to fish - freshness, how it is cooked (NOT too much, NOT too little) etc.  
The children...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3397,My friend and I had dinner here on a Tuesday night. We didn't have reservations but there was space by the bar which I enjoyed being seated at. The staff behind the bar were very attentive and didn't rush us for our orders as we...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3441,Very cool place with good fish and friendly staff. Above average prices - but worth it! Perfect for couples.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3478,"We had high expectation going to this place for dinner. The experience turned out to be very uneven.

We self picked 3 course menu from a la carte.

Starters. Oysters seemed to be the risky choice and those were nice and refreshing. On the contrary...More","København, Staden Kobenhavn, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3497,Great food and excellent service. The best F&C I ever tasted.  Everyone in our group enjoyed there dishes. The atmosphere is nice but noisy - a trend in restaurants we do not cherish.,"Humlebaek, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3539,"I have had many dinners at Fiskebaren and I really like the place. They make a good fish and chips, got great Oysters and always nice staff. But - they have had almost the same menu on and off for 10 years, and for some...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
3541,"Although I've hear about it for a long time, this was my first time at the Meatpackers district. Kodbyens Fiskebar was a great place to start. A beautiful sunny September earlyevening and the place was buzzing! A great atmosphere, a fabulous range of raw fish...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3563,This place is a gem. The chef really knows his stuff. The ambiance is great. We had someone with a clam and shellfish allergy with us and the dishes we ordered were adjusted accordingly. The desserts were magic! I can highly recommend this place.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3582,This place has a very relaxed atmosphere and some excellent no nonsence seafood . I had the mussels which where amazing :),"Humlebaek, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3599,"The most delicious fish restaurant I have ever been to. Everything fresh, beautifully served, staff very attendant and smiley. 
By the look of the plates one might assume it's a super high end restaurant where you need to wear a suit but the atmosphere is...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3618,"Kodbyens is a young, casual fish restaurant that surprises you. While hip and minimalistic the food is tasty and original. A large variety of oysters are available but the menu is small and to the point.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3630,"This is one of my favorite places in copenhagen to dine. The oysters are good and served with their own homemade vinaigrette. 
The food is very well prepared, I have yet been served an overdone fish. 
If you love seafood, I can warmly recommend this...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3654,"I was there for the second time in as many weeks - with my girlfriend and two friends, and the food obstinately continues to be excellent. The trout tartar is fantastic. They also make good cocktails. Highly recommended","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3658,"As our grandson (11 years) put it, 'The best birthday ever!'.
Excellent oyster tasting, friendly and fuzz free service, drinks and food very good.
We even got a tour in the kitchen,  suggested by the chef.
The tour ended with a nice memory, the chef...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3667,"I brought my brother, who is a foodie and Copenhagen-cuisine aficionado, to Fiskebar on a Sunday night after reading all the positive reviews by the Trip Advisor community. The restaurant is rather spacious and, as requested when booking, we got a table by the window....More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
3669,"Like high class french cusine - nicely served and beautifull looking dishes, but tto expensive. The ""kam musling"" just 2 bites for a price of +130 DKK... and they have not used the money on in interior . old white tiles on the walls from...More","Roskilde, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
3673,"Kødbyens Fiskebar is - unsurprisingly, given its location - one of the hippest restaurants in the city. It fully lives up to the hype, though, as every dish (that I or my company have eaten) is top-notch. The food is very close to Michelin Star...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3683,"We visited here without a reservation, but fortunately were able to sit at the bar, which turned out to be a nice people watching spot. The service was dedicated, the food delicious, with well-timed and filling courses. We were also offered a tour of the...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3685,Fiskebaren came first - and still is the best in meat packing. Nice outdoor sunny and smoking. Not a wild place,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3707,"we had as such e pleasant evening at this place.
decor is special modern NYC imitation meaning a disturbing noise and combined with a special desire for smoked flavour it somewhat ruined a positive experience, as the fish was superb a nice wine and very...More","Odense, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
3708,"Good selection of fish and shell fish, including some weirder ones like knife mussels. Spartan decor in industrial cement space. Somewhat pricy in view of serving sizes.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3724,Fantastic service. Great food. Raw building. Super cool location. One of the best places to hang out on a Friday or Saturday evening in Copenhagen. Always book table in advance.,"Hellerup, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3742,"The fish was fresh and good, service was fine. We had some drinks afterwards and enjoyed the ambiance. Nice evening.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3761,"We were friends visiting Fiskebar on Thursday 3rd - it was a pretty packed and the vibe and ambience was really great.

We will be back!","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3770,"After looking for good reviews of restaurants where to invite my parents for dinner, I decided to book a table in Fiskebar. The service was nice even before stepping on it - I received a SMS with the bookings details which rise, even more, my...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
3827,"Dinner, busy week day, 4 friends before going to the theater. We were served by a very kind and helpful waitress making us feel very welcome. The atmosphere is very relaxed in these rustic and authentic facilities - a former butchery, very popular for informal...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3856,"It is a smart, young, good looking place with good food in a special place away from the mittle of Copenhagen.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
3879,"First, the area that this restaurant is situated in is a must go to place. Kødbyen is an area of old slaughter houses, and the building have been kept pretty much how they used to look like, and the individual restaurants put their own spin...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3890,"Located in the former socalled ""White"" meatpacking district in the heart of Copenhagen this trendy restaurant serves excellent and very creative seafood dishes. The prices are really decent for such a tasty treat, and the ""rough"" interior is charming as are the lively surroundings.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3898,"When we arrived at this restaurant, the hostess was unfriendly and rude.  At that point we should have turned around and found another place to eat.  We foolishly continued in where we were met by more unfriendly and even ruder people who did a very...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
3912,"We got the menu w/7 meals, 7x smaller portion, plates and meals where served nice decorated, fresh, tasty, good staff, good atmosphere in the old Meatcity(Kødbyen) of Copenhagen, got meals inside and moved outside for coffe and drinks, good choice to do the outside experience,...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
